Month,¸ðµ¨,ÆÇ¸Å·®,Á¡À¯À²,Àü¿ù´ëºñ,Àü¿ù´ëºñº¯È­·®,Àü³â´ëºñ,Àü³â´ëºñº¯È­·®
2022-01-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,"1,495",1.30%,"1,441",54¡ã,0,"1,495¡ã"
2022-02-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,"1,280",1.00%,"1,495",215¡å,0,"1,280¡ã"
2022-03-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,"1,292",0.90%,"1,280",12¡ã,0,"1,292¡ã"
2022-04-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,"1,149",0.80%,"1,292",143¡å,638,511¡ã
2022-05-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,901,0.60%,"1,149",248¡å,"1,173",272¡å
2022-06-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,"1,047",0.70%,901,146¡ã,"1,455",408¡å
2022-07-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,"1,036",0.70%,"1,047",11¡å,"1,313",277¡å
2022-08-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,964,0.70%,"1,036",72¡å,"1,097",133¡å
2022-09-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,796,0.60%,964,168¡å,934,138¡å
2022-10-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,835,0.60%,796,39¡ã,787,48¡ã
2022-11-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,653,0.40%,835,182¡å,"1,541",888¡å
2022-12-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,630,0.40%,653,23¡å,"1,441",811¡å
2023-01-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,311,0.30%,630,319¡å,"1,495","1,184¡å"
2023-02-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,534,0.40%,311,223¡ã,"1,280",746¡å
2023-03-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,707,0.40%,534,173¡ã,"1,292",585¡å
2023-04-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,666,0.40%,707,41¡å,"1,149",483¡å
2023-05-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,682,0.40%,0,682¡ã,0,682¡ã
2023-06-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,738,0.50%,682,56¡ã,0,738¡ã
2023-07-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,591,0.40%,738,147¡å,0,591¡ã
2023-08-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,576,0.40%,591,15¡å,0,576¡ã
2023-09-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,586,0.40%,576,10¡ã,0,586¡ã
2023-10-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,480,0.30%,586,106¡å,0,480¡ã
2023-11-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,437,0.30%,480,43¡å,0,437¡ã
2023-12-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,458,0.30%,437,21¡ã,0,458¡ã
2024-01-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,638,0.50%,458,180¡ã,0,638¡ã
2024-02-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,444,0.40%,638,194¡å,0,444¡ã
2024-03-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,460,0.30%,444,16¡ã,0,460¡ã
2024-04-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,413,0.30%,460,47¡å,0,413¡ã
2024-05-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,440,0.30%,413,27¡ã,682,242¡å
2024-06-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,515,0.40%,440,75¡ã,738,223¡å
2024-07-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,489,0.40%,515,26¡å,591,102¡å
2024-08-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,516,0.40%,489,27¡ã,576,60¡å
2024-09-00,·º½ºÅÏ ½ºÆ÷Ã÷ Ä­,467,0.40%,516,49¡å,586,119¡å
2022-01-00,¸¶½ºÅÍ,66,0.10%,159,93¡å,95,29¡å
2022-02-00,¸¶½ºÅÍ,73,0.10%,66,7¡ã,120,47¡å
2022-03-00,¸¶½ºÅÍ,47,0.00%,73,26¡å,56,9¡å
2022-04-00,¸¶½ºÅÍ,82,0.10%,47,35¡ã,49,33¡ã
2022-05-00,¸¶½ºÅÍ,18,0.00%,82,64¡å,57,39¡å
2022-06-00,¸¶½ºÅÍ,143,0.10%,18,125¡ã,46,97¡ã
2022-07-00,¸¶½ºÅÍ,27,0.00%,143,116¡å,57,30¡å
2022-08-00,¸¶½ºÅÍ,18,0.00%,27,9¡å,31,13¡å
2022-09-00,¸¶½ºÅÍ,110,0.10%,18,92¡ã,92,18¡ã
2022-10-00,¸¶½ºÅÍ,316,0.20%,110,206¡ã,297,19¡ã
2022-11-00,¸¶½ºÅÍ,101,0.10%,316,215¡å,231,130¡å
2022-12-00,¸¶½ºÅÍ,21,0.00%,101,80¡å,159,138¡å
2023-02-00,¸¶½ºÅÍ,62,0.00%,0,62¡ã,73,11¡å
2023-07-00,¸¶½ºÅÍ,6,0.00%,0,6¡ã,27,21¡å
2024-05-00,¸¶½ºÅÍ,151,0.10%,0,151¡ã,0,151¡ã
2024-06-00,¸¶½ºÅÍ,40,0.00%,151,111¡å,0,40¡ã
2024-07-00,¸¶½ºÅÍ,20,0.00%,40,20¡å,6,14¡ã
2024-08-00,¸¶½ºÅÍ,20,0.00%,20,0¡å,0,20¡ã
2024-09-00,¸¶½ºÅÍ,30,0.00%,20,10¡ã,0,30¡ã
2022-01-00,¸¶ÀÌÆ¼,681,0.60%,748,67¡å,263,418¡ã
2022-02-00,¸¶ÀÌÆ¼,616,0.50%,681,65¡å,216,400¡ã
2022-03-00,¸¶ÀÌÆ¼,781,0.60%,616,165¡ã,305,476¡ã
2022-04-00,¸¶ÀÌÆ¼,600,0.40%,781,181¡å,387,213¡ã
2022-05-00,¸¶ÀÌÆ¼,868,0.60%,600,268¡ã,363,505¡ã
2022-06-00,¸¶ÀÌÆ¼,933,0.60%,868,65¡ã,327,606¡ã
2022-07-00,¸¶ÀÌÆ¼,726,0.50%,933,207¡å,616,110¡ã
2022-08-00,¸¶ÀÌÆ¼,719,0.50%,726,7¡å,761,42¡å
2022-09-00,¸¶ÀÌÆ¼,813,0.60%,719,94¡ã,586,227¡ã
2022-10-00,¸¶ÀÌÆ¼,806,0.60%,813,7¡å,839,33¡å
2022-11-00,¸¶ÀÌÆ¼,769,0.50%,806,37¡å,808,39¡å
2022-12-00,¸¶ÀÌÆ¼,769,0.50%,769,0¡å,748,21¡ã
2023-01-00,¸¶ÀÌÆ¼,284,0.20%,769,485¡å,681,397¡å
2023-02-00,¸¶ÀÌÆ¼,211,0.10%,284,73¡å,616,405¡å
2023-03-00,¸¶ÀÌÆ¼,585,0.40%,211,374¡ã,781,196¡å
2023-04-00,¸¶ÀÌÆ¼,523,0.40%,585,62¡å,600,77¡å
2023-05-00,¸¶ÀÌÆ¼,686,0.50%,523,163¡ã,868,182¡å
2023-06-00,¸¶ÀÌÆ¼,681,0.40%,686,5¡å,933,252¡å
2023-07-00,¸¶ÀÌÆ¼,611,0.50%,681,70¡å,726,115¡å
2023-08-00,¸¶ÀÌÆ¼,654,0.50%,611,43¡ã,719,65¡å
2023-09-00,¸¶ÀÌÆ¼,614,0.50%,654,40¡å,813,199¡å
2023-10-00,¸¶ÀÌÆ¼,705,0.50%,614,91¡ã,806,101¡å
2023-11-00,¸¶ÀÌÆ¼,679,0.40%,705,26¡å,769,90¡å
2023-12-00,¸¶ÀÌÆ¼,524,0.40%,679,155¡å,769,245¡å
2024-01-00,¸¶ÀÌÆ¼,477,0.40%,524,47¡å,284,193¡ã
2024-02-00,¸¶ÀÌÆ¼,529,0.50%,477,52¡ã,211,318¡ã
2024-03-00,¸¶ÀÌÆ¼,623,0.40%,529,94¡ã,585,38¡ã
2024-04-00,¸¶ÀÌÆ¼,646,0.50%,623,23¡ã,523,123¡ã
2024-05-00,¸¶ÀÌÆ¼,681,0.50%,646,35¡ã,686,5¡å
2024-06-00,¸¶ÀÌÆ¼,651,0.50%,681,30¡å,681,30¡å
2024-07-00,¸¶ÀÌÆ¼,690,0.50%,651,39¡ã,611,79¡ã
2024-08-00,¸¶ÀÌÆ¼,607,0.50%,690,83¡å,654,47¡å
2022-01-00,¸»¸®ºÎ,148,0.10%,223,75¡å,373,225¡å
2022-02-00,¸»¸®ºÎ,118,0.10%,148,30¡å,217,99¡å
2022-03-00,¸»¸®ºÎ,150,0.10%,118,32¡ã,298,148¡å
2022-04-00,¸»¸®ºÎ,110,0.10%,150,40¡å,256,146¡å
2022-05-00,¸»¸®ºÎ,57,0.00%,110,53¡å,236,179¡å
2022-06-00,¸»¸®ºÎ,271,0.20%,57,214¡ã,349,78¡å
2022-07-00,¸»¸®ºÎ,133,0.10%,271,138¡å,277,144¡å
2022-08-00,¸»¸®ºÎ,148,0.10%,133,15¡ã,174,26¡å
2022-09-00,¸»¸®ºÎ,149,0.10%,148,1¡ã,127,22¡ã
2022-10-00,¸»¸®ºÎ,105,0.10%,149,44¡å,256,151¡å
2022-11-00,¸»¸®ºÎ,69,0.00%,105,36¡å,326,257¡å
2022-12-00,¸»¸®ºÎ,51,0.00%,69,18¡å,223,172¡å
2023-01-00,¸»¸®ºÎ,20,0.00%,51,31¡å,148,128¡å
2023-02-00,¸»¸®ºÎ,24,0.00%,20,4¡ã,118,94¡å
2023-03-00,¸»¸®ºÎ,29,0.00%,24,5¡ã,150,121¡å
2023-04-00,¸»¸®ºÎ,5,0.00%,29,24¡å,110,105¡å
2023-06-00,¸»¸®ºÎ,5,0.00%,0,5¡ã,271,266¡å
2023-07-00,¸»¸®ºÎ,4,0.00%,5,1¡å,133,129¡å
2023-12-00,¸»¸®ºÎ,15,0.00%,0,15¡ã,51,36¡å
2024-01-00,¸»¸®ºÎ,1,0.00%,15,14¡å,20,19¡å
2024-02-00,¸»¸®ºÎ,1,0.00%,1,0¡å,24,23¡å
2024-07-00,¸»¸®ºÎ,1,0.00%,0,1¡ã,4,3¡å
2024-04-00,¸»¸®ºÎ 1.5,1,0.00%,0,1¡ã,0,1¡ã
2022-06-00,¸»¸®ºÎ 2.4,1,0.00%,0,1¡ã,0,1¡ã
2022-09-00,¸»¸®ºÎ 2.4,1,0.00%,0,1¡ã,1,0¡å
2022-12-00,¸»¸®ºÎ 2.4,1,0.00%,0,1¡ã,3,2¡å
2023-11-00,¸»¸®ºÎ 2.4,1,0.00%,0,1¡ã,0,1¡ã
2022-01-00,¸ð´×,"1,534",1.40%,"2,321",787¡å,"2,578","1,044¡å"
2022-02-00,¸ð´×,"1,700",1.40%,"1,534",166¡ã,"2,691",991¡å
2022-03-00,¸ð´×,"3,559",2.60%,"1,700","1,859¡ã","3,480",79¡ã
2022-04-00,¸ð´×,"2,790",2.00%,"3,559",769¡å,"3,348",558¡å
2022-05-00,¸ð´×,"2,258",1.60%,"2,790",532¡å,"2,967",709¡å
2022-06-00,¸ð´×,"2,414",1.70%,"2,258",156¡ã,"3,349",935¡å
2022-07-00,¸ð´×,"3,278",2.30%,"2,414",864¡ã,"2,767",511¡ã
2022-08-00,¸ð´×,"2,153",1.60%,"3,278","1,125¡å","1,782",371¡ã
2022-09-00,¸ð´×,"1,940",1.40%,"2,153",213¡å,"1,937",3¡ã
2022-10-00,¸ð´×,"2,246",1.60%,"1,940",306¡ã,"1,369",877¡ã
2022-11-00,¸ð´×,"3,356",2.20%,"2,246","1,110¡ã","1,941","1,415¡ã"
2022-12-00,¸ð´×,"2,152",1.30%,"3,356","1,204¡å","2,321",169¡å
2023-01-00,¸ð´×,"1,813",1.60%,"2,152",339¡å,"1,534",279¡ã
2023-02-00,¸ð´×,"2,049",1.40%,"1,813",236¡ã,"1,700",349¡ã
2023-03-00,¸ð´×,"2,127",1.30%,"2,049",78¡ã,"3,559","1,432¡å"
2023-04-00,¸ð´×,"2,164",1.50%,"2,127",37¡ã,"2,790",626¡å
2023-05-00,¸ð´×,"2,502",1.60%,"2,164",338¡ã,"2,258",244¡ã
2023-06-00,¸ð´×,"2,245",1.40%,"2,502",257¡å,"2,414",169¡å
2023-07-00,¸ð´×,"2,033",1.50%,0,"2,033¡ã",0,"2,033¡ã"
2023-08-00,¸ð´×,"2,910",2.20%,"2,033",877¡ã,0,"2,910¡ã"
2023-09-00,¸ð´×,"1,892",1.40%,"2,910","1,018¡å",0,"1,892¡ã"
2023-10-00,¸ð´×,"2,225",1.60%,"1,892",333¡ã,0,"2,225¡ã"
2023-11-00,¸ð´×,"2,111",1.30%,"2,225",114¡å,0,"2,111¡ã"
2023-12-00,¸ð´×,"1,808",1.30%,"2,111",303¡å,0,"1,808¡ã"
2024-01-00,¸ð´×,"1,214",1.00%,"1,808",594¡å,0,"1,214¡ã"
2024-02-00,¸ð´×,"1,140",1.00%,"1,214",74¡å,0,"1,140¡ã"
2024-03-00,¸ð´×,"1,416",1.00%,"1,140",276¡ã,0,"1,416¡ã"
2024-04-00,¸ð´×,"1,421",1.00%,"1,416",5¡ã,0,"1,421¡ã"
2024-05-00,¸ð´×,907,0.60%,"1,421",514¡å,0,907¡ã
2024-06-00,¸ð´×,985,0.70%,907,78¡ã,0,985¡ã
2024-07-00,¸ð´×,"1,335",1.00%,985,350¡ã,"2,033",698¡å
2024-08-00,¸ð´×,910,0.70%,"1,335",425¡å,"2,910","2,000¡å"
2024-09-00,¸ð´×,968,0.70%,910,58¡ã,"1,892",924¡å
2022-01-00,¸ðÇÏºñ,406,0.40%,"1,020",614¡å,896,490¡å
2022-02-00,¸ðÇÏºñ,950,0.80%,406,544¡ã,975,25¡å
2022-03-00,¸ðÇÏºñ,852,0.60%,950,98¡å,"1,189",337¡å
2022-04-00,¸ðÇÏºñ,"1,497",1.10%,852,645¡ã,"1,333",164¡ã
2022-05-00,¸ðÇÏºñ,"1,208",0.80%,"1,497",289¡å,"1,243",35¡å
2022-06-00,¸ðÇÏºñ,"1,095",0.80%,"1,208",113¡å,932,163¡ã
2022-07-00,¸ðÇÏºñ,"1,125",0.80%,"1,095",30¡ã,971,154¡ã
2022-08-00,¸ðÇÏºñ,"1,114",0.90%,"1,125",11¡å,665,449¡ã
2022-09-00,¸ðÇÏºñ,"1,166",0.80%,"1,114",52¡ã,528,638¡ã
2022-10-00,¸ðÇÏºñ,980,0.70%,"1,166",186¡å,588,392¡ã
2022-11-00,¸ðÇÏºñ,698,0.40%,980,282¡å,529,169¡ã
2022-12-00,¸ðÇÏºñ,542,0.30%,698,156¡å,"1,020",478¡å
2023-01-00,¸ðÇÏºñ,482,0.40%,542,60¡å,406,76¡ã
2023-02-00,¸ðÇÏºñ,504,0.30%,482,22¡ã,950,446¡å
2023-03-00,¸ðÇÏºñ,710,0.40%,504,206¡ã,852,142¡å
2023-04-00,¸ðÇÏºñ,483,0.30%,710,227¡å,"1,497","1,014¡å"
2023-05-00,¸ðÇÏºñ,318,0.20%,483,165¡å,"1,208",890¡å
2023-06-00,¸ðÇÏºñ,510,0.30%,318,192¡ã,"1,095",585¡å
2023-07-00,¸ðÇÏºñ,459,0.30%,510,51¡å,"1,125",666¡å
2023-08-00,¸ðÇÏºñ,379,0.30%,459,80¡å,"1,114",735¡å
2023-09-00,¸ðÇÏºñ,317,0.20%,379,62¡å,"1,166",849¡å
2023-10-00,¸ðÇÏºñ,293,0.20%,317,24¡å,980,687¡å
2023-11-00,¸ðÇÏºñ,313,0.20%,293,20¡ã,698,385¡å
2023-12-00,¸ðÇÏºñ,252,0.20%,313,61¡å,542,290¡å
2024-01-00,¸ðÇÏºñ,291,0.30%,252,39¡ã,482,191¡å
2024-02-00,¸ðÇÏºñ,241,0.20%,291,50¡å,504,263¡å
2024-03-00,¸ðÇÏºñ,298,0.20%,241,57¡ã,710,412¡å
2024-04-00,¸ðÇÏºñ,257,0.20%,298,41¡å,483,226¡å
2024-05-00,¸ðÇÏºñ,224,0.20%,257,33¡å,318,94¡å
2024-06-00,¸ðÇÏºñ,288,0.20%,224,64¡ã,510,222¡å
2024-07-00,¸ðÇÏºñ,197,0.10%,288,91¡å,459,262¡å
2024-08-00,¸ðÇÏºñ,204,0.20%,197,7¡ã,379,175¡å
2024-09-00,¸ðÇÏºñ,118,0.10%,204,86¡å,317,199¡å
2022-01-00,¹ö½º (±â¾Æ),62,0.10%,68,6¡å,31,31¡ã
2022-02-00,¹ö½º (±â¾Æ),50,0.00%,62,12¡å,31,19¡ã
2022-03-00,¹ö½º (±â¾Æ),50,0.00%,50,0¡å,37,13¡ã
2022-04-00,¹ö½º (±â¾Æ),56,0.00%,50,6¡ã,39,17¡ã
2022-05-00,¹ö½º (±â¾Æ),63,0.00%,56,7¡ã,30,33¡ã
2022-06-00,¹ö½º (±â¾Æ),112,0.10%,63,49¡ã,52,60¡ã
2022-07-00,¹ö½º (±â¾Æ),78,0.10%,112,34¡å,47,31¡ã
2022-08-00,¹ö½º (±â¾Æ),92,0.10%,78,14¡ã,17,75¡ã
2022-09-00,¹ö½º (±â¾Æ),106,0.10%,92,14¡ã,16,90¡ã
2022-10-00,¹ö½º (±â¾Æ),90,0.10%,106,16¡å,41,49¡ã
2022-11-00,¹ö½º (±â¾Æ),64,0.00%,90,26¡å,69,5¡å
2022-12-00,¹ö½º (±â¾Æ),64,0.00%,64,0¡å,68,4¡å
2023-01-00,¹ö½º (±â¾Æ),71,0.10%,64,7¡ã,62,9¡ã
2023-02-00,¹ö½º (±â¾Æ),96,0.10%,71,25¡ã,50,46¡ã
2023-03-00,¹ö½º (±â¾Æ),126,0.10%,96,30¡ã,50,76¡ã
2023-04-00,¹ö½º (±â¾Æ),114,0.10%,126,12¡å,56,58¡ã
2023-05-00,¹ö½º (±â¾Æ),110,0.10%,114,4¡å,63,47¡ã
2023-06-00,¹ö½º (±â¾Æ),120,0.10%,110,10¡ã,112,8¡ã
2023-07-00,¹ö½º (±â¾Æ),127,0.10%,120,7¡ã,78,49¡ã
2023-08-00,¹ö½º (±â¾Æ),102,0.10%,127,25¡å,92,10¡ã
2023-09-00,¹ö½º (±â¾Æ),111,0.10%,102,9¡ã,106,5¡ã
2023-10-00,¹ö½º (±â¾Æ),91,0.10%,111,20¡å,90,1¡ã
2023-11-00,¹ö½º (±â¾Æ),129,0.10%,91,38¡ã,64,65¡ã
2023-12-00,¹ö½º (±â¾Æ),106,0.10%,129,23¡å,64,42¡ã
2024-01-00,¹ö½º (±â¾Æ),122,0.10%,106,16¡ã,71,51¡ã
2024-02-00,¹ö½º (±â¾Æ),100,0.10%,122,22¡å,96,4¡ã
2024-03-00,¹ö½º (±â¾Æ),127,0.10%,100,27¡ã,126,1¡ã
2024-04-00,¹ö½º (±â¾Æ),122,0.10%,127,5¡å,114,8¡ã
2024-05-00,¹ö½º (±â¾Æ),118,0.10%,122,4¡å,110,8¡ã
2024-06-00,¹ö½º (±â¾Æ),122,0.10%,118,4¡ã,120,2¡ã
2024-07-00,¹ö½º (±â¾Æ),113,0.10%,122,9¡å,127,14¡å
2024-08-00,¹ö½º (±â¾Æ),110,0.10%,113,3¡å,102,8¡ã
2022-01-00,¹ö½º/Æ®·° (Çö´ë),"1,090",1.00%,"1,165",75¡å,"1,852",762¡å
2022-02-00,¹ö½º/Æ®·° (Çö´ë),953,0.80%,"1,090",137¡å,"1,826",873¡å
2022-03-00,¹ö½º/Æ®·° (Çö´ë),"1,400",1.00%,953,447¡ã,"2,429","1,029¡å"
2022-04-00,¹ö½º/Æ®·° (Çö´ë),884,0.60%,"1,400",516¡å,"2,514","1,630¡å"
2022-05-00,¹ö½º/Æ®·° (Çö´ë),"1,733",1.20%,884,849¡ã,"2,212",479¡å
2022-06-00,¹ö½º/Æ®·° (Çö´ë),"1,747",1.20%,"1,733",14¡ã,"2,120",373¡å
2022-07-00,¹ö½º/Æ®·° (Çö´ë),"1,609",1.10%,"1,747",138¡å,"1,411",198¡ã
2022-08-00,¹ö½º/Æ®·° (Çö´ë),"1,506",1.10%,"1,609",103¡å,"1,151",355¡ã
2022-09-00,¹ö½º/Æ®·° (Çö´ë),"1,597",1.10%,"1,506",91¡ã,"1,007",590¡ã
2022-10-00,¹ö½º/Æ®·° (Çö´ë),"1,735",1.20%,"1,597",138¡ã,"1,292",443¡ã
2022-11-00,¹ö½º/Æ®·° (Çö´ë),"1,687",1.10%,"1,735",48¡å,"1,334",353¡ã
2022-12-00,¹ö½º/Æ®·° (Çö´ë),"1,219",0.80%,"1,687",468¡å,"1,165",54¡ã
2023-01-00,¹ö½º/Æ®·° (Çö´ë),"1,107",0.90%,"1,219",112¡å,"1,090",17¡ã
2023-02-00,¹ö½º/Æ®·° (Çö´ë),715,0.50%,"1,107",392¡å,953,238¡å
2023-03-00,¹ö½º/Æ®·° (Çö´ë),"1,694",1.00%,715,979¡ã,"1,400",294¡ã
2023-04-00,¹ö½º/Æ®·° (Çö´ë),"1,066",0.70%,"1,694",628¡å,884,182¡ã
2023-05-00,¹ö½º/Æ®·° (Çö´ë),"1,524",1.00%,"1,066",458¡ã,"1,733",209¡å
2023-06-00,¹ö½º/Æ®·° (Çö´ë),"1,574",1.00%,"1,524",50¡ã,"1,747",173¡å
2023-07-00,¹ö½º/Æ®·° (Çö´ë),"1,275",0.90%,"1,574",299¡å,"1,609",334¡å
2023-08-00,¹ö½º/Æ®·° (Çö´ë),"1,276",1.00%,"1,275",1¡ã,"1,506",230¡å
2023-09-00,¹ö½º/Æ®·° (Çö´ë),"1,166",0.90%,"1,276",110¡å,"1,597",431¡å
2023-10-00,¹ö½º/Æ®·° (Çö´ë),"1,379",1.00%,"1,166",213¡ã,"1,735",356¡å
2023-11-00,¹ö½º/Æ®·° (Çö´ë),"1,418",0.90%,"1,379",39¡ã,"1,687",269¡å
2023-12-00,¹ö½º/Æ®·° (Çö´ë),"1,209",0.80%,"1,418",209¡å,"1,219",10¡å
2024-01-00,¹ö½º/Æ®·° (Çö´ë),"1,075",0.90%,"1,209",134¡å,"1,107",32¡å
2024-02-00,¹ö½º/Æ®·° (Çö´ë),"1,024",0.90%,"1,075",51¡å,715,309¡ã
2024-03-00,¹ö½º/Æ®·° (Çö´ë),"1,282",0.90%,"1,024",258¡ã,"1,694",412¡å
2024-04-00,¹ö½º/Æ®·° (Çö´ë),"1,414",1.00%,"1,282",132¡ã,"1,066",348¡ã
2024-05-00,¹ö½º/Æ®·° (Çö´ë),"1,503",1.10%,"1,414",89¡ã,"1,524",21¡å
2024-06-00,¹ö½º/Æ®·° (Çö´ë),"1,612",1.20%,"1,503",109¡ã,"1,574",38¡ã
2024-07-00,¹ö½º/Æ®·° (Çö´ë),"1,375",1.00%,"1,612",237¡å,"1,275",100¡ã
2024-08-00,¹ö½º/Æ®·° (Çö´ë),"1,523",1.20%,"1,375",148¡ã,"1,276",247¡ã
2024-09-00,¹ö½º/Æ®·° (Çö´ë),"2,204",1.70%,"1,523",681¡ã,"1,166","1,038¡ã"
2024-09-00,¹ö½º/Æ¯¼ö (±â¾Æ),223,0.20%,110,113¡ã,111,112¡ã
2022-01-00,º£´º,925,0.80%,"1,165",240¡å,"1,069",144¡å
2022-02-00,º£´º,615,0.50%,925,310¡å,"1,099",484¡å
2022-03-00,º£´º,673,0.50%,615,58¡ã,"1,441",768¡å
2022-04-00,º£´º,790,0.60%,673,117¡ã,"1,224",434¡å
2022-05-00,º£´º,776,0.50%,790,14¡å,"1,001",225¡å
2022-06-00,º£´º,896,0.60%,776,120¡ã,"1,418",522¡å
2022-07-00,º£´º,548,0.40%,896,348¡å,754,206¡å
2022-08-00,º£´º,376,0.30%,548,172¡å,965,589¡å
2022-09-00,º£´º,673,0.50%,376,297¡ã,"1,163",490¡å
2022-10-00,º£´º,702,0.50%,673,29¡ã,"1,003",301¡å
2022-11-00,º£´º,432,0.30%,702,270¡å,"1,194",762¡å
2022-12-00,º£´º,"1,019",0.60%,432,587¡ã,"1,165",146¡å
2023-01-00,º£´º,646,0.60%,"1,019",373¡å,925,279¡å
2023-02-00,º£´º,492,0.30%,646,154¡å,615,123¡å
2023-03-00,º£´º,526,0.30%,492,34¡ã,673,147¡å
2023-04-00,º£´º,449,0.30%,526,77¡å,790,341¡å
2023-05-00,º£´º,511,0.30%,449,62¡ã,776,265¡å
2023-06-00,º£´º,952,0.60%,511,441¡ã,896,56¡ã
2023-07-00,º£´º,546,0.40%,952,406¡å,548,2¡å
2023-08-00,º£´º,904,0.70%,546,358¡ã,376,528¡ã
2023-09-00,º£´º,771,0.60%,904,133¡å,673,98¡ã
2023-10-00,º£´º,"1,182",0.80%,771,411¡ã,702,480¡ã
2023-11-00,º£´º,776,0.50%,"1,182",406¡å,432,344¡ã
2023-12-00,º£´º,526,0.40%,776,250¡å,"1,019",493¡å
2024-01-00,º£´º,323,0.30%,526,203¡å,646,323¡å
2024-02-00,º£´º,323,0.30%,323,0¡å,492,169¡å
2024-03-00,º£´º,283,0.20%,323,40¡å,526,243¡å
2024-04-00,º£´º,295,0.20%,283,12¡ã,449,154¡å
2024-05-00,º£´º,603,0.40%,295,308¡ã,511,92¡ã
2024-06-00,º£´º,494,0.40%,603,109¡å,952,458¡å
2024-07-00,º£´º,365,0.30%,494,129¡å,546,181¡å
2024-08-00,º£´º,299,0.20%,365,66¡å,904,605¡å
2024-09-00,º£´º,411,0.30%,299,112¡ã,771,360¡å
2022-01-00,º§·Î½ºÅÍ N,21,0.00%,33,12¡å,45,24¡å
2022-02-00,º§·Î½ºÅÍ N,26,0.00%,21,5¡ã,41,15¡å
2022-03-00,º§·Î½ºÅÍ N,30,0.00%,26,4¡ã,78,48¡å
2022-04-00,º§·Î½ºÅÍ N,22,0.00%,30,8¡å,42,20¡å
2022-05-00,º§·Î½ºÅÍ N,34,0.00%,22,12¡ã,93,59¡å
2022-06-00,º§·Î½ºÅÍ N,29,0.00%,34,5¡å,47,18¡å
2022-07-00,º§·Î½ºÅÍ N,17,0.00%,29,12¡å,29,12¡å
2022-08-00,º§·Î½ºÅÍ N,4,0.00%,17,13¡å,22,18¡å
2022-04-00,º¼Æ® EUV,59,0.00%,0,59¡ã,0,59¡ã
2022-05-00,º¼Æ® EUV,21,0.00%,59,38¡å,0,21¡ã
2022-06-00,º¼Æ® EUV,1,0.00%,21,20¡å,0,1¡ã
2022-07-00,º¼Æ® EUV,150,0.10%,1,149¡ã,0,150¡ã
2022-08-00,º¼Æ® EUV,199,0.20%,150,49¡ã,0,199¡ã
2022-09-00,º¼Æ® EUV,521,0.40%,199,322¡ã,0,521¡ã
2022-10-00,º¼Æ® EUV,908,0.60%,521,387¡ã,0,908¡ã
2022-11-00,º¼Æ® EUV,47,0.00%,908,861¡å,0,47¡ã
2022-12-00,º¼Æ® EUV,4,0.00%,47,43¡å,0,4¡ã
2023-03-00,º¼Æ® EUV,179,0.10%,0,179¡ã,0,179¡ã
2023-04-00,º¼Æ® EUV,283,0.20%,179,104¡ã,59,224¡ã
2023-05-00,º¼Æ® EUV,88,0.10%,283,195¡å,21,67¡ã
2023-06-00,º¼Æ® EUV,78,0.00%,88,10¡å,1,77¡ã
2023-07-00,º¼Æ® EUV,229,0.20%,78,151¡ã,150,79¡ã
2023-08-00,º¼Æ® EUV,209,0.20%,229,20¡å,199,10¡ã
2023-09-00,º¼Æ® EUV,397,0.30%,209,188¡ã,521,124¡å
2023-10-00,º¼Æ® EUV,121,0.10%,397,276¡å,908,787¡å
2023-11-00,º¼Æ® EUV,32,0.00%,121,89¡å,47,15¡å
