Month,¸ðµ¨,ÆÇ¸Å·®,Á¡À¯À²,Àü¿ù´ëºñ,Àü¿ù´ëºñº¯È­·®,Àü³â´ëºñ,Àü³â´ëºñº¯È­·®
2024-08-00,Ghost,3,0.00%,9,6¡å,8,5¡å
2024-09-00,Ghost,5,0.00%,3,2¡ã,6,1¡å
2022-01-00,Gladiator,57,0.10%,139,82¡å,69,12¡å
2022-02-00,Gladiator,70,0.10%,57,13¡ã,51,19¡ã
2022-03-00,Gladiator,51,0.00%,70,19¡å,78,27¡å
2022-04-00,Gladiator,40,0.00%,51,11¡å,62,22¡å
2022-05-00,Gladiator,50,0.00%,40,10¡ã,54,4¡å
2022-06-00,Gladiator,39,0.00%,50,11¡å,103,64¡å
2022-07-00,Gladiator,36,0.00%,39,3¡å,89,53¡å
2022-08-00,Gladiator,51,0.00%,36,15¡ã,76,25¡å
2022-09-00,Gladiator,51,0.00%,51,0¡å,74,23¡å
2022-10-00,Gladiator,48,0.00%,51,3¡å,78,30¡å
2022-11-00,Gladiator,42,0.00%,48,6¡å,83,41¡å
2022-12-00,Gladiator,31,0.00%,42,11¡å,139,108¡å
2023-01-00,Gladiator,15,0.00%,31,16¡å,57,42¡å
2023-02-00,Gladiator,19,0.00%,15,4¡ã,70,51¡å
2023-03-00,Gladiator,20,0.00%,19,1¡ã,51,31¡å
2023-04-00,Gladiator,22,0.00%,20,2¡ã,40,18¡å
2023-05-00,Gladiator,25,0.00%,22,3¡ã,50,25¡å
2023-06-00,Gladiator,39,0.00%,25,14¡ã,39,0¡å
2023-07-00,Gladiator,26,0.00%,39,13¡å,36,10¡å
2023-08-00,Gladiator,18,0.00%,26,8¡å,51,33¡å
2023-09-00,Gladiator,20,0.00%,18,2¡ã,51,31¡å
2023-10-00,Gladiator,14,0.00%,20,6¡å,48,34¡å
2023-11-00,Gladiator,22,0.00%,14,8¡ã,42,20¡å
2023-12-00,Gladiator,29,0.00%,22,7¡ã,31,2¡å
2024-01-00,Gladiator,16,0.00%,29,13¡å,15,1¡ã
2024-02-00,Gladiator,14,0.00%,16,2¡å,19,5¡å
2024-03-00,Gladiator,28,0.00%,14,14¡ã,20,8¡ã
2024-04-00,Gladiator,34,0.00%,28,6¡ã,22,12¡ã
2024-05-00,Gladiator,41,0.00%,34,7¡ã,25,16¡ã
2024-06-00,Gladiator,40,0.00%,41,1¡å,39,1¡ã
2024-07-00,Gladiator,43,0.00%,40,3¡ã,26,17¡ã
2024-08-00,Gladiator,25,0.00%,43,18¡å,18,7¡ã
2024-09-00,Gladiator,17,0.00%,25,8¡å,20,3¡å
2022-01-00,Golf,129,0.10%,0,129¡ã,0,129¡ã
2022-02-00,Golf,153,0.10%,129,24¡ã,0,153¡ã
2022-03-00,Golf,13,0.00%,153,140¡å,0,13¡ã
2022-04-00,Golf,197,0.10%,13,184¡ã,0,197¡ã
2022-05-00,Golf,109,0.10%,197,88¡å,0,109¡ã
2022-06-00,Golf,111,0.10%,109,2¡ã,0,111¡ã
2022-07-00,Golf,128,0.10%,111,17¡ã,0,128¡ã
2022-08-00,Golf,63,0.00%,128,65¡å,0,63¡ã
2022-09-00,Golf,11,0.00%,63,52¡å,0,11¡ã
2022-10-00,Golf,22,0.00%,11,11¡ã,0,22¡ã
2022-11-00,Golf,92,0.10%,22,70¡ã,0,92¡ã
2022-12-00,Golf,257,0.20%,92,165¡ã,0,257¡ã
2023-01-00,Golf,45,0.00%,257,212¡å,129,84¡å
2023-02-00,Golf,96,0.10%,45,51¡ã,153,57¡å
2023-03-00,Golf,75,0.00%,96,21¡å,13,62¡ã
2023-04-00,Golf,83,0.10%,75,8¡ã,197,114¡å
2023-05-00,Golf,130,0.10%,83,47¡ã,109,21¡ã
2023-06-00,Golf,36,0.00%,130,94¡å,111,75¡å
2023-07-00,Golf,196,0.10%,36,160¡ã,128,68¡ã
2023-08-00,Golf,156,0.10%,196,40¡å,63,93¡ã
2023-09-00,Golf,198,0.10%,156,42¡ã,11,187¡ã
2023-10-00,Golf,117,0.10%,198,81¡å,22,95¡ã
2023-11-00,Golf,120,0.10%,117,3¡ã,92,28¡ã
2023-12-00,Golf,104,0.10%,120,16¡å,257,153¡å
2024-01-00,Golf,24,0.00%,104,80¡å,45,21¡å
2024-02-00,Golf,57,0.00%,24,33¡ã,96,39¡å
2024-03-00,Golf,84,0.10%,57,27¡ã,75,9¡ã
2024-04-00,Golf,81,0.10%,84,3¡å,83,2¡å
2024-05-00,Golf,82,0.10%,81,1¡ã,130,48¡å
2024-06-00,Golf,69,0.10%,82,13¡å,36,33¡ã
2024-07-00,Golf,90,0.10%,69,21¡ã,196,106¡å
2024-08-00,Golf,142,0.10%,90,52¡ã,156,14¡å
2024-09-00,Golf,124,0.10%,142,18¡å,198,74¡å
2022-01-00,Grand C4 Spacetourer,13,0.00%,16,3¡å,0,13¡ã
2022-02-00,Grand C4 Spacetourer,3,0.00%,13,10¡å,2,1¡ã
2022-01-00,Grand Cherokee,97,0.10%,380,283¡å,0,97¡ã
2022-01-00,Grand Cherokee,23,0.00%,43,20¡å,107,84¡å
2022-02-00,Grand Cherokee,77,0.10%,97,20¡å,0,77¡ã
2022-02-00,Grand Cherokee,32,0.00%,23,9¡ã,87,55¡å
2022-03-00,Grand Cherokee,61,0.00%,77,16¡å,0,61¡ã
2022-03-00,Grand Cherokee,4,0.00%,32,28¡å,267,263¡å
2022-04-00,Grand Cherokee,31,0.00%,61,30¡å,0,31¡ã
2022-04-00,Grand Cherokee,1,0.00%,4,3¡å,178,177¡å
2022-05-00,Grand Cherokee,127,0.10%,31,96¡ã,0,127¡ã
2022-05-00,Grand Cherokee,3,0.00%,1,2¡ã,157,154¡å
2022-06-00,Grand Cherokee,103,0.10%,127,24¡å,0,103¡ã
2022-07-00,Grand Cherokee,51,0.00%,103,52¡å,0,51¡ã
2022-08-00,Grand Cherokee,76,0.10%,51,25¡ã,0,76¡ã
2022-09-00,Grand Cherokee,167,0.10%,76,91¡ã,0,167¡ã
2022-10-00,Grand Cherokee,216,0.20%,167,49¡ã,0,216¡ã
2022-11-00,Grand Cherokee,194,0.10%,216,22¡å,18,176¡ã
2022-12-00,Grand Cherokee,243,0.20%,194,49¡ã,380,137¡å
2023-01-00,Grand Cherokee,94,0.10%,243,149¡å,97,3¡å
2023-02-00,Grand Cherokee,54,0.00%,94,40¡å,77,23¡å
2023-03-00,Grand Cherokee,93,0.10%,54,39¡ã,61,32¡ã
2023-04-00,Grand Cherokee,33,0.00%,93,60¡å,31,2¡ã
2023-05-00,Grand Cherokee,55,0.00%,33,22¡ã,127,72¡å
2023-06-00,Grand Cherokee,96,0.10%,55,41¡ã,103,7¡å
2023-07-00,Grand Cherokee,79,0.10%,96,17¡å,51,28¡ã
2023-08-00,Grand Cherokee,124,0.10%,79,45¡ã,76,48¡ã
2023-09-00,Grand Cherokee,111,0.10%,124,13¡å,167,56¡å
2023-10-00,Grand Cherokee,79,0.10%,111,32¡å,216,137¡å
2023-11-00,Grand Cherokee,164,0.10%,79,85¡ã,194,30¡å
2023-12-00,Grand Cherokee,231,0.20%,164,67¡ã,243,12¡å
2024-01-00,Grand Cherokee,79,0.10%,231,152¡å,94,15¡å
2024-02-00,Grand Cherokee,41,0.00%,79,38¡å,54,13¡å
2024-03-00,Grand Cherokee,109,0.10%,41,68¡ã,93,16¡ã
2024-04-00,Grand Cherokee,106,0.10%,109,3¡å,33,73¡ã
2024-05-00,Grand Cherokee,89,0.10%,106,17¡å,55,34¡ã
2024-06-00,Grand Cherokee,53,0.00%,89,36¡å,96,43¡å
2024-07-00,Grand Cherokee,97,0.10%,53,44¡ã,79,18¡ã
2024-08-00,Grand Cherokee,6,0.00%,97,91¡å,124,118¡å
2024-09-00,Grand Cherokee,12,0.00%,6,6¡ã,111,99¡å
2022-12-00,Grecale,1,0.00%,0,1¡ã,0,1¡ã
2023-03-00,Grecale,4,0.00%,0,4¡ã,0,4¡ã
2023-04-00,Grecale,32,0.00%,4,28¡ã,0,32¡ã
2023-05-00,Grecale,43,0.00%,32,11¡ã,0,43¡ã
2023-06-00,Grecale,24,0.00%,43,19¡å,0,24¡ã
2023-07-00,Grecale,11,0.00%,24,13¡å,0,11¡ã
2023-08-00,Grecale,37,0.00%,11,26¡ã,0,37¡ã
2023-09-00,Grecale,12,0.00%,37,25¡å,0,12¡ã
2023-10-00,Grecale,21,0.00%,12,9¡ã,0,21¡ã
2023-11-00,Grecale,16,0.00%,21,5¡å,0,16¡ã
2023-12-00,Grecale,38,0.00%,16,22¡ã,1,37¡ã
2024-01-00,Grecale,15,0.00%,38,23¡å,0,15¡ã
2024-02-00,Grecale,14,0.00%,15,1¡å,0,14¡ã
2024-03-00,Grecale,19,0.00%,14,5¡ã,4,15¡ã
2024-04-00,Grecale,21,0.00%,19,2¡ã,32,11¡å
2024-05-00,Grecale,20,0.00%,21,1¡å,43,23¡å
2024-06-00,Grecale,18,0.00%,20,2¡å,24,6¡å
2024-07-00,Grecale,21,0.00%,18,3¡ã,11,10¡ã
2024-08-00,Grecale,10,0.00%,21,11¡å,37,27¡å
2024-09-00,Grecale,16,0.00%,10,6¡ã,12,4¡ã
2022-01-00,Hatch,384,0.30%,344,40¡ã,0,384¡ã
2022-02-00,Hatch,290,0.20%,384,94¡å,0,290¡ã
2022-03-00,Hatch,414,0.30%,290,124¡ã,0,414¡ã
2022-04-00,Hatch,226,0.20%,414,188¡å,0,226¡ã
2022-05-00,Hatch,410,0.30%,226,184¡ã,0,410¡ã
2022-06-00,Hatch,531,0.40%,410,121¡ã,0,531¡ã
2022-07-00,Hatch,398,0.30%,531,133¡å,425,27¡å
2022-08-00,Hatch,433,0.30%,398,35¡ã,561,128¡å
2022-09-00,Hatch,310,0.20%,433,123¡å,529,219¡å
2022-10-00,Hatch,214,0.10%,310,96¡å,333,119¡å
2022-11-00,Hatch,473,0.30%,214,259¡ã,317,156¡ã
2022-12-00,Hatch,363,0.20%,473,110¡å,344,19¡ã
2023-01-00,Hatch,134,0.10%,363,229¡å,384,250¡å
2023-02-00,Hatch,282,0.20%,134,148¡ã,290,8¡å
2023-03-00,Hatch,343,0.20%,282,61¡ã,414,71¡å
2023-04-00,Hatch,360,0.20%,343,17¡ã,226,134¡ã
2023-05-00,Hatch,328,0.20%,360,32¡å,410,82¡å
2023-06-00,Hatch,389,0.20%,328,61¡ã,531,142¡å
2023-07-00,Hatch,263,0.20%,389,126¡å,398,135¡å
2023-08-00,Hatch,285,0.20%,263,22¡ã,433,148¡å
2023-09-00,Hatch,236,0.20%,285,49¡å,310,74¡å
2023-10-00,Hatch,310,0.20%,236,74¡ã,214,96¡ã
2023-11-00,Hatch,353,0.20%,310,43¡ã,473,120¡å
2023-12-00,Hatch,346,0.20%,353,7¡å,363,17¡å
2024-01-00,Hatch,261,0.20%,346,85¡å,134,127¡ã
2024-02-00,Hatch,241,0.20%,261,20¡å,282,41¡å
2024-03-00,Hatch,336,0.20%,241,95¡ã,343,7¡å
2024-04-00,Hatch,206,0.10%,336,130¡å,360,154¡å
2024-05-00,Hatch,220,0.20%,206,14¡ã,328,108¡å
2024-06-00,Hatch,315,0.20%,220,95¡ã,389,74¡å
2024-07-00,Hatch,97,0.10%,315,218¡å,263,166¡å
2024-09-00,Hatch,1,0.00%,0,1¡ã,236,235¡å
2023-06-00,Highlander,2,0.00%,0,2¡ã,0,2¡ã
2023-07-00,Highlander,52,0.00%,2,50¡ã,0,52¡ã
2023-08-00,Highlander,67,0.10%,52,15¡ã,0,67¡ã
2023-09-00,Highlander,53,0.00%,67,14¡å,0,53¡ã
2023-10-00,Highlander,42,0.00%,53,11¡å,0,42¡ã
2023-11-00,Highlander,43,0.00%,42,1¡ã,0,43¡ã
2023-12-00,Highlander,63,0.00%,43,20¡ã,0,63¡ã
2024-01-00,Highlander,71,0.10%,63,8¡ã,0,71¡ã
2024-02-00,Highlander,39,0.00%,71,32¡å,0,39¡ã
2024-03-00,Highlander,33,0.00%,39,6¡å,0,33¡ã
2024-04-00,Highlander,52,0.00%,33,19¡ã,0,52¡ã
2024-05-00,Highlander,54,0.00%,52,2¡ã,0,54¡ã
2024-06-00,Highlander,41,0.00%,54,13¡å,2,39¡ã
2024-07-00,Highlander,42,0.00%,41,1¡ã,52,10¡å
2024-08-00,Highlander,56,0.00%,42,14¡ã,67,11¡å
2024-09-00,Highlander,46,0.00%,56,10¡å,53,7¡å
2022-01-00,Huracan EVO,7,0.00%,4,3¡ã,6,1¡ã
2022-02-00,Huracan EVO,1,0.00%,7,6¡å,3,2¡å
2022-03-00,Huracan EVO,4,0.00%,1,3¡ã,3,1¡ã
2022-04-00,Huracan EVO,9,0.00%,4,5¡ã,12,3¡å
2022-05-00,Huracan EVO,10,0.00%,9,1¡ã,5,5¡ã
2022-06-00,Huracan EVO,13,0.00%,10,3¡ã,7,6¡ã
2022-07-00,Huracan EVO,10,0.00%,13,3¡å,4,6¡ã
2022-08-00,Huracan EVO,8,0.00%,10,2¡å,5,3¡ã
2022-09-00,Huracan EVO,11,0.00%,8,3¡ã,2,9¡ã
2022-10-00,Huracan EVO,11,0.00%,11,0¡å,2,9¡ã
2022-11-00,Huracan EVO,7,0.00%,11,4¡å,4,3¡ã
2022-12-00,Huracan EVO,3,0.00%,7,4¡å,4,1¡å
2023-02-00,Huracan EVO,6,0.00%,0,6¡ã,1,5¡ã
2023-03-00,Huracan EVO,5,0.00%,6,1¡å,4,1¡ã
2023-04-00,Huracan EVO,21,0.00%,5,16¡ã,9,12¡ã
2023-05-00,Huracan EVO,29,0.00%,21,8¡ã,10,19¡ã
2023-06-00,Huracan EVO,10,0.00%,29,19¡å,13,3¡å
2023-07-00,Huracan EVO,13,0.00%,10,3¡ã,10,3¡ã
2023-08-00,Huracan EVO,6,0.00%,13,7¡å,8,2¡å
2023-09-00,Huracan EVO,32,0.00%,6,26¡ã,11,21¡ã
2023-10-00,Huracan EVO,12,0.00%,32,20¡å,11,1¡ã
2023-11-00,Huracan EVO,12,0.00%,12,0¡å,7,5¡ã
2023-12-00,Huracan EVO,27,0.00%,12,15¡ã,3,24¡ã
2024-01-00,Huracan EVO,7,0.00%,27,20¡å,0,7¡ã
2024-02-00,Huracan EVO,4,0.00%,7,3¡å,6,2¡å
2024-03-00,Huracan EVO,5,0.00%,4,1¡ã,5,0¡å
2024-04-00,Huracan EVO,5,0.00%,5,0¡å,21,16¡å
2024-05-00,Huracan EVO,4,0.00%,5,1¡å,29,25¡å
2024-06-00,Huracan EVO,11,0.00%,4,7¡ã,10,1¡ã
2024-07-00,Huracan EVO,13,0.00%,11,2¡ã,13,0¡å
2024-08-00,Huracan EVO,2,0.00%,13,11¡å,6,4¡å
2024-09-00,Huracan EVO,3,0.00%,2,1¡ã,32,29¡å
2022-08-00,ID.4,6,0.00%,0,6¡ã,0,6¡ã
2022-09-00,ID.4,667,0.50%,6,661¡ã,0,667¡ã
2022-10-00,ID.4,585,0.40%,667,82¡å,0,585¡ã
2022-11-00,ID.4,13,0.00%,585,572¡å,0,13¡ã
2022-12-00,ID.4,5,0.00%,13,8¡å,0,5¡ã
2023-04-00,ID.4,1,0.00%,0,1¡ã,0,1¡ã
2023-06-00,ID.4,107,0.10%,0,107¡ã,0,107¡ã
2023-07-00,ID.4,4,0.00%,107,103¡å,0,4¡ã
2023-08-00,ID.4,277,0.20%,4,273¡ã,6,271¡ã
2023-09-00,ID.4,222,0.20%,277,55¡å,667,445¡å
2023-10-00,ID.4,153,0.10%,222,69¡å,585,432¡å
2023-11-00,ID.4,146,0.10%,153,7¡å,13,133¡ã
2023-12-00,ID.4,83,0.10%,146,63¡å,5,78¡ã
2024-01-00,ID.4,2,0.00%,83,81¡å,0,2¡ã
2024-02-00,ID.4,7,0.00%,2,5¡ã,0,7¡ã
2024-03-00,ID.4,351,0.20%,7,344¡ã,0,351¡ã
2024-04-00,ID.4,159,0.10%,351,192¡å,1,158¡ã
2024-05-00,ID.4,67,0.00%,159,92¡å,0,67¡ã
2024-07-00,ID.4,355,0.30%,0,355¡ã,4,351¡ã
2024-08-00,ID.4,911,0.70%,355,556¡ã,277,634¡ã
2024-09-00,ID.4,267,0.20%,911,644¡å,222,45¡ã
2022-01-00,Jetta,332,0.30%,297,35¡ã,17,315¡ã
2022-02-00,Jetta,314,0.30%,332,18¡å,753,439¡å
2022-03-00,Jetta,154,0.10%,314,160¡å,404,250¡å
2022-04-00,Jetta,20,0.00%,154,134¡å,55,35¡å
2022-05-00,Jetta,50,0.00%,20,30¡ã,759,709¡å
2022-06-00,Jetta,534,0.40%,50,484¡ã,430,104¡ã
2022-07-00,Jetta,213,0.10%,534,321¡å,397,184¡å
2022-08-00,Jetta,1,0.00%,213,212¡å,291,290¡å
2022-09-00,Jetta,1,0.00%,1,0¡å,363,362¡å
2022-11-00,Jetta,475,0.30%,0,475¡ã,0,475¡ã
2022-12-00,Jetta,602,0.40%,475,127¡ã,0,602¡ã
2023-01-00,Jetta,12,0.00%,602,590¡å,0,12¡ã
2023-02-00,Jetta,87,0.10%,12,75¡ã,0,87¡ã
2023-03-00,Jetta,58,0.00%,87,29¡å,0,58¡ã
2023-04-00,Jetta,86,0.10%,58,28¡ã,0,86¡ã
2023-05-00,Jetta,3,0.00%,86,83¡å,0,3¡ã
2023-07-00,Jetta,103,0.10%,0,103¡ã,0,103¡ã
2023-08-00,Jetta,214,0.20%,103,111¡ã,0,214¡ã
2023-09-00,Jetta,128,0.10%,214,86¡å,0,128¡ã
2023-10-00,Jetta,103,0.10%,128,25¡å,0,103¡ã
2023-10-00,Jetta,1,0.00%,0,1¡ã,0,1¡ã
2023-11-00,Jetta,109,0.10%,103,6¡ã,475,366¡å
2023-12-00,Jetta,397,0.30%,109,288¡ã,602,205¡å
2024-01-00,Jetta,9,0.00%,397,388¡å,12,3¡å
2024-02-00,Jetta,166,0.10%,9,157¡ã,87,79¡ã
2024-03-00,Jetta,211,0.10%,166,45¡ã,58,153¡ã
2024-04-00,Jetta,115,0.10%,211,96¡å,86,29¡ã
2024-05-00,Jetta,156,0.10%,115,41¡ã,3,153¡ã
2024-06-00,Jetta,148,0.10%,156,8¡å,0,148¡ã
2024-07-00,Jetta,203,0.20%,148,55¡ã,103,100¡ã
2024-08-00,Jetta,180,0.10%,203,23¡å,214,34¡å
2024-09-00,Jetta,153,0.10%,180,27¡å,128,25¡ã
2024-03-00,Jetta 1.4 TSI,1,0.00%,0,1¡ã,0,1¡ã
2022-01-00,K3,"1,792",1.60%,"2,204",412¡å,0,"1,792¡ã"
2022-02-00,K3,"1,573",1.30%,"1,792",219¡å,0,"1,573¡ã"
2022-03-00,K3,"2,020",1.50%,"1,573",447¡ã,0,"2,020¡ã"
2022-04-00,K3,"2,351",1.70%,"2,020",331¡ã,0,"2,351¡ã"
2022-05-00,K3,"1,726",1.20%,"2,351",625¡å,"3,147","1,421¡å"
2022-06-00,K3,"1,610",1.10%,"1,726",116¡å,"3,042","1,432¡å"
2022-07-00,K3,"2,468",1.70%,"1,610",858¡ã,"3,147",679¡å
2022-08-00,K3,800,0.60%,"2,468","1,668¡å","1,829","1,029¡å"
2022-09-00,K3,838,0.60%,800,38¡ã,"2,130","1,292¡å"
2022-10-00,K3,"1,500",1.00%,838,662¡ã,"1,526",26¡å
2022-11-00,K3,"2,114",1.40%,"1,500",614¡ã,"2,342",228¡å
2022-12-00,K3,"2,229",1.40%,"2,114",115¡ã,"2,204",25¡ã
2023-01-00,K3,950,0.80%,"2,229","1,279¡å","1,792",842¡å
2023-02-00,K3,"1,024",0.70%,950,74¡ã,"1,573",549¡å
2023-03-00,K3,"1,197",0.70%,"1,024",173¡ã,"2,020",823¡å
2023-04-00,K3,670,0.50%,"1,197",527¡å,"2,351","1,681¡å"
2023-05-00,K3,975,0.60%,670,305¡ã,"1,726",751¡å
2023-06-00,K3,"1,540",0.90%,975,565¡ã,"1,610",70¡å
2023-07-00,K3,976,0.70%,"1,540",564¡å,"2,468","1,492¡å"
2023-08-00,K3,"1,123",0.90%,976,147¡ã,800,323¡ã
2023-09-00,K3,"1,036",0.80%,"1,123",87¡å,838,198¡ã
2023-10-00,K3,939,0.70%,"1,036",97¡å,"1,500",561¡å
2023-11-00,K3,"1,428",0.90%,939,489¡ã,"2,114",686¡å
2023-12-00,K3,"1,346",0.90%,"1,428",82¡å,"2,229",883¡å
2024-01-00,K3,"1,419",1.20%,"1,346",73¡ã,950,469¡ã
2024-02-00,K3,"1,315",1.10%,"1,419",104¡å,"1,024",291¡ã
2024-03-00,K3,"1,460",1.00%,"1,315",145¡ã,"1,197",263¡ã
2024-04-00,K3,"1,336",1.00%,"1,460",124¡å,670,666¡ã
2024-05-00,K3,995,0.70%,"1,336",341¡å,975,20¡ã
2024-06-00,K3,"1,341",1.00%,995,346¡ã,"1,540",199¡å
2024-07-00,K3,"1,373",1.00%,"1,341",32¡ã,976,397¡ã
2024-08-00,K3,588,0.50%,"1,373",785¡å,"1,123",535¡å
2024-09-00,K3,4,0.00%,588,584¡å,"1,036","1,032¡å"
2022-01-00,K5,"3,342",3.00%,"4,592","1,250¡å","5,117","1,775¡å"
2022-02-00,K5,"2,562",2.10%,"3,342",780¡å,"5,228","2,666¡å"
2022-03-00,K5,"2,642",1.90%,"2,562",80¡ã,"6,329","3,687¡å"
2022-04-00,K5,"2,624",1.80%,"2,642",18¡å,"5,974","3,350¡å"
2022-05-00,K5,"2,618",1.80%,"2,624",6¡å,"5,527","2,909¡å"
2022-06-00,K5,"2,352",1.60%,"2,618",266¡å,"5,255","2,903¡å"
2022-07-00,K5,"2,859",2.00%,"2,352",507¡ã,"5,205","2,346¡å"
2022-08-00,K5,"2,155",1.60%,"2,859",704¡å,"4,099","1,944¡å"
2022-09-00,K5,"2,055",1.50%,"2,155",100¡å,"1,997",58¡ã
2022-10-00,K5,"2,514",1.70%,"2,055",459¡ã,"1,936",578¡ã
2022-11-00,K5,"3,208",2.10%,"2,514",694¡ã,"4,483","1,275¡å"
2022-12-00,K5,"2,567",1.60%,"3,208",641¡å,"4,592","2,025¡å"
2023-01-00,K5,"2,560",2.20%,"2,567",7¡å,"3,342",782¡å
2023-02-00,K5,"2,653",1.80%,"2,560",93¡ã,"2,562",91¡ã
2023-03-00,K5,"3,421",2.10%,"2,653",768¡ã,"2,642",779¡ã
2023-04-00,K5,"2,739",1.80%,"3,421",682¡å,"2,624",115¡ã
2023-05-00,K5,"3,166",2.10%,"2,739",427¡ã,"2,618",548¡ã
2023-06-00,K5,"2,963",1.80%,"3,166",203¡å,"2,352",611¡ã
2023-07-00,K5,"2,246",1.70%,"2,963",717¡å,"2,859",613¡å
2023-08-00,K5,"2,613",2.00%,"2,246",367¡ã,"2,155",458¡ã
2023-09-00,K5,"2,280",1.70%,"2,613",333¡å,"2,055",225¡ã
2023-10-00,K5,"2,592",1.80%,"2,280",312¡ã,"2,514",78¡ã
2023-11-00,K5,"3,783",2.40%,0,"3,783¡ã",0,"3,783¡ã"
2023-12-00,K5,"3,563",2.50%,"3,783",220¡å,0,"3,563¡ã"
2024-01-00,K5,"3,336",2.90%,"3,563",227¡å,0,"3,336¡ã"
2024-02-00,K5,"2,970",2.60%,"3,336",366¡å,0,"2,970¡ã"
2024-03-00,K5,"3,577",2.50%,"2,970",607¡ã,0,"3,577¡ã"
2024-04-00,K5,"3,168",2.30%,"3,577",409¡å,0,"3,168¡ã"
2024-05-00,K5,"2,406",1.70%,"3,168",762¡å,0,"2,406¡ã"
2024-06-00,K5,"2,932",2.10%,"2,406",526¡ã,0,"2,932¡ã"
2024-07-00,K5,"2,702",2.00%,"2,932",230¡å,0,"2,702¡ã"
2024-08-00,K5,"2,690",2.10%,"2,702",12¡å,0,"2,690¡ã"
2024-09-00,K5,"2,277",1.70%,"2,690",413¡å,0,"2,277¡ã"
2022-01-00,K8,"2,566",2.30%,"4,011","1,445¡å",0,"2,566¡ã"
2022-02-00,K8,"2,932",2.40%,"2,566",366¡ã,0,"2,932¡ã"
2022-03-00,K8,"2,722",2.00%,"2,932",210¡å,0,"2,722¡ã"
2022-04-00,K8,"4,176",2.90%,"2,722","1,454¡ã","4,587",411¡å
2022-05-00,K8,"3,636",2.50%,"4,176",540¡å,"5,564","1,928¡å"
2022-06-00,K8,"4,012",2.80%,"3,636",376¡ã,"5,473","1,461¡å"
2022-07-00,K8,"4,807",3.40%,"4,012",795¡ã,"6,009","1,202¡å"
2022-08-00,K8,"4,257",3.20%,"4,807",550¡å,"3,170","1,087¡ã"
2022-09-00,K8,"3,990",2.90%,"4,257",267¡å,"3,188",802¡ã
2022-10-00,K8,"3,613",2.50%,"3,990",377¡å,"4,180",567¡å
2022-11-00,K8,"3,867",2.50%,"3,613",254¡ã,"4,417",550¡å
2022-12-00,K8,"5,072",3.20%,"3,867","1,205¡ã","4,011","1,061¡ã"
2023-01-00,K8,"3,451",3.00%,"5,072","1,621¡å","2,566",885¡ã
2023-02-00,K8,"4,168",2.80%,"3,451",717¡ã,"2,932","1,236¡ã"
2023-03-00,K8,"4,569",2.80%,"4,168",401¡ã,"2,722","1,847¡ã"
2023-04-00,K8,"4,011",2.70%,"4,569",558¡å,"4,176",165¡å
2023-05-00,K8,"4,487",3.00%,"4,011",476¡ã,"3,636",851¡ã
2023-06-00,K8,"4,469",2.80%,"4,487",18¡å,"4,012",457¡ã
2023-07-00,K8,"3,513",2.60%,"4,469",956¡å,"4,807","1,294¡å"
2023-08-00,K8,"2,457",1.90%,"3,513","1,056¡å","4,257","1,800¡å"
2023-09-00,K8,"2,406",1.80%,"2,457",51¡å,"3,990","1,584¡å"
2023-10-00,K8,"2,248",1.60%,"2,406",158¡å,"3,613","1,365¡å"
2023-11-00,K8,"2,799",1.70%,"2,248",551¡ã,"3,867","1,068¡å"
2023-12-00,K8,"1,859",1.30%,"2,799",940¡å,"5,072","3,213¡å"
2024-01-00,K8,"2,917",2.50%,"1,859","1,058¡ã","3,451",534¡å
2024-02-00,K8,"2,165",1.90%,"2,917",752¡å,"4,168","2,003¡å"
2024-03-00,K8,"2,016",1.40%,"2,165",149¡å,"4,569","2,553¡å"
2024-04-00,K8,"1,988",1.40%,"2,016",28¡å,"4,011","2,023¡å"
2024-05-00,K8,"1,873",1.30%,"1,988",115¡å,"4,487","2,614¡å"
2024-06-00,K8,"1,519",1.10%,"1,873",354¡å,"4,469","2,950¡å"
2024-07-00,K8,"1,154",0.90%,"1,519",365¡å,"3,513","2,359¡å"
2022-01-00,K9,487,0.40%,329,158¡ã,0,487¡ã
2022-02-00,K9,537,0.40%,487,50¡ã,0,537¡ã
2022-03-00,K9,"1,001",0.70%,537,464¡ã,0,"1,001¡ã"
2022-04-00,K9,664,0.50%,"1,001",337¡å,0,664¡ã
2022-05-00,K9,419,0.30%,664,245¡å,0,419¡ã
2022-06-00,K9,374,0.30%,0,374¡ã,1,373¡ã
2022-06-00,K9,79,0.10%,419,340¡å,613,534¡å
2022-07-00,K9,567,0.40%,79,488¡ã,796,229¡å
2022-08-00,K9,602,0.50%,567,35¡ã,672,70¡å
2022-09-00,K9,260,0.20%,602,342¡å,559,299¡å
2022-10-00,K9,371,0.30%,260,111¡ã,546,175¡å
2022-11-00,K9,620,0.40%,371,249¡ã,453,167¡ã
2022-12-00,K9,604,0.40%,620,16¡å,329,275¡ã
2023-01-00,K9,431,0.40%,604,173¡å,487,56¡å
2023-02-00,K9,301,0.20%,431,130¡å,537,236¡å
2023-03-00,K9,432,0.30%,301,131¡ã,"1,001",569¡å
2023-04-00,K9,422,0.30%,432,10¡å,664,242¡å
2023-05-00,K9,310,0.20%,422,112¡å,419,109¡å
2023-06-00,K9,366,0.20%,310,56¡ã,79,287¡ã
2023-07-00,K9,372,0.30%,366,6¡ã,567,195¡å
