,Month,모델,판매량,점유율,전월대비,전월대비변화량,전년대비,전년대비변화량
2715,2023-10-01,K9,226.0,0.20%,232,6▼,371,145▼
2716,2023-11-01,K9,236.0,0.10%,226,10▲,620,384▼
2717,2023-12-01,K9,223.0,0.20%,236,13▼,604,381▼
2718,2024-01-01,K9,175.0,0.20%,223,48▼,431,256▼
2719,2024-02-01,K9,191.0,0.20%,175,16▲,301,110▼
2720,2024-03-01,K9,140.0,0.10%,191,51▼,432,292▼
2721,2024-04-01,K9,253.0,0.20%,140,113▲,422,169▼
2722,2024-05-01,K9,282.0,0.20%,253,29▲,310,28▼
2723,2024-06-01,K9,160.0,0.10%,282,122▼,366,206▼
2724,2024-07-01,K9,202.0,0.20%,160,42▲,372,170▼
2725,2024-08-01,K9,177.0,0.10%,202,25▼,347,170▼
2726,2024-09-01,K9,163.0,0.10%,177,14▼,232,69▼
2727,2022-01-01,LC,5.0,0.00%,0,5▲,0,5▲
2728,2022-03-01,LC,4.0,0.00%,0,4▲,2,2▲
2729,2022-04-01,LC,1.0,0.00%,4,3▼,4,3▼
2730,2022-05-01,LC,1.0,0.00%,1,0▼,3,2▼
2731,2022-07-01,LC,1.0,0.00%,0,1▲,2,1▼
2732,2022-09-01,LC,1.0,0.00%,0,1▲,0,1▲
2733,2022-10-01,LC,1.0,0.00%,1,0▼,0,1▲
2734,2022-11-01,LC,2.0,0.00%,1,1▲,0,2▲
2735,2022-12-01,LC,1.0,0.00%,2,1▼,0,1▲
2736,2023-03-01,LC,1.0,0.00%,0,1▲,4,3▼
2737,2023-04-01,LC,1.0,0.00%,1,0▼,1,0▼
2738,2023-05-01,LC,1.0,0.00%,1,0▼,1,0▼
2739,2023-06-01,LC,1.0,0.00%,1,0▼,0,1▲
2740,2023-09-01,LC,4.0,0.00%,0,4▲,1,3▲
2741,2023-11-01,LC,2.0,0.00%,0,2▲,2,0▼
2742,2024-01-01,LC,1.0,0.00%,0,1▲,0,1▲
2743,2024-02-01,LC,3.0,0.00%,1,2▲,0,3▲
2744,2024-03-01,LC,1.0,0.00%,3,2▼,1,0▼
2745,2024-06-01,LC,2.0,0.00%,0,2▲,1,1▲
2746,2024-07-01,LC,1.0,0.00%,2,1▼,0,1▲
2747,2024-07-01,LM,16.0,0.00%,0,16▲,0,16▲
2748,2024-08-01,LM,80.0,0.10%,16,64▲,0,80▲
2749,2024-09-01,LM,16.0,0.00%,80,64▼,0,16▲
2750,2022-01-01,LS,19.0,0.00%,25,6▼,0,19▲
2751,2022-02-01,LS,18.0,0.00%,19,1▼,0,18▲
2752,2022-03-01,LS,25.0,0.00%,18,7▲,29,4▼
2753,2022-04-01,LS,20.0,0.00%,25,5▼,42,22▼
2754,2022-05-01,LS,22.0,0.00%,20,2▲,19,3▲
2755,2022-06-01,LS,17.0,0.00%,22,5▼,36,19▼
2756,2022-07-01,LS,19.0,0.00%,17,2▲,16,3▲
2757,2022-08-01,LS,21.0,0.00%,19,2▲,14,7▲
2758,2022-09-01,LS,22.0,0.00%,21,1▲,21,1▲
2759,2022-10-01,LS,12.0,0.00%,22,10▼,23,11▼
2760,2022-11-01,LS,10.0,0.00%,12,2▼,9,1▲
2761,2022-12-01,LS,16.0,0.00%,10,6▲,25,9▼
2762,2023-01-01,LS,14.0,0.00%,16,2▼,19,5▼
2763,2023-02-01,LS,13.0,0.00%,14,1▼,18,5▼
2764,2023-03-01,LS,10.0,0.00%,13,3▼,25,15▼
2765,2023-04-01,LS,13.0,0.00%,10,3▲,20,7▼
2766,2023-05-01,LS,13.0,0.00%,13,0▼,22,9▼
2767,2023-06-01,LS,18.0,0.00%,13,5▲,17,1▲
2768,2023-07-01,LS,19.0,0.00%,18,1▲,19,0▼
2769,2023-08-01,LS,11.0,0.00%,19,8▼,21,10▼
2770,2023-09-01,LS,6.0,0.00%,11,5▼,22,16▼
2771,2023-10-01,LS,2.0,0.00%,6,4▼,12,10▼
2772,2023-11-01,LS,6.0,0.00%,2,4▲,10,4▼
2773,2023-12-01,LS,21.0,0.00%,6,15▲,16,5▲
2774,2024-01-01,LS,11.0,0.00%,21,10▼,14,3▼
2775,2024-02-01,LS,10.0,0.00%,11,1▼,13,3▼
2776,2024-03-01,LS,8.0,0.00%,10,2▼,10,2▼
2777,2024-04-01,LS,14.0,0.00%,8,6▲,13,1▲
2778,2024-05-01,LS,6.0,0.00%,14,8▼,13,7▼
2779,2024-06-01,LS,4.0,0.00%,6,2▼,18,14▼
2780,2024-07-01,LS,10.0,0.00%,4,6▲,19,9▼
2781,2024-08-01,LS,13.0,0.00%,10,3▲,11,2▲
2782,2024-09-01,LS,8.0,0.00%,13,5▼,6,2▲
2783,2022-01-01,Levante,27.0,0.00%,74,47▼,21,6▲
2784,2022-02-01,Levante,29.0,0.00%,27,2▲,21,8▲
2785,2022-03-01,Levante,47.0,0.00%,29,18▲,37,10▲
2786,2022-04-01,Levante,33.0,0.00%,47,14▼,43,10▼
2787,2022-05-01,Levante,38.0,0.00%,33,5▲,47,9▼
2788,2022-06-01,Levante,26.0,0.00%,38,12▼,33,7▼
2789,2022-07-01,Levante,23.0,0.00%,26,3▼,37,14▼
2790,2022-08-01,Levante,20.0,0.00%,23,3▼,40,20▼
2791,2022-09-01,Levante,22.0,0.00%,20,2▲,30,8▼
2792,2022-10-01,Levante,17.0,0.00%,22,5▼,31,14▼
2793,2022-11-01,Levante,21.0,0.00%,17,4▲,56,35▼
2794,2022-12-01,Levante,19.0,0.00%,21,2▼,74,55▼
2795,2023-01-01,Levante,9.0,0.00%,19,10▼,27,18▼
2796,2023-02-01,Levante,16.0,0.00%,9,7▲,29,13▼
2797,2023-03-01,Levante,11.0,0.00%,16,5▼,47,36▼
2798,2023-04-01,Levante,9.0,0.00%,11,2▼,33,24▼
2799,2023-05-01,Levante,11.0,0.00%,9,2▲,38,27▼
2800,2023-06-01,Levante,21.0,0.00%,11,10▲,26,5▼
2801,2023-07-01,Levante,14.0,0.00%,21,7▼,23,9▼
2802,2023-08-01,Levante,4.0,0.00%,14,10▼,20,16▼
2803,2023-09-01,Levante,9.0,0.00%,4,5▲,22,13▼
2804,2023-10-01,Levante,8.0,0.00%,9,1▼,17,9▼
2805,2023-11-01,Levante,5.0,0.00%,8,3▼,21,16▼
2806,2023-12-01,Levante,6.0,0.00%,5,1▲,19,13▼
2807,2024-01-01,Levante,1.0,0.00%,6,5▼,9,8▼
2808,2024-02-01,Levante,2.0,0.00%,1,1▲,16,14▼
2809,2024-03-01,Levante,1.0,0.00%,2,1▼,11,10▼
2810,2024-05-01,Levante,17.0,0.00%,0,17▲,11,6▲
2811,2024-06-01,Levante,6.0,0.00%,17,11▼,21,15▼
2812,2024-02-01,Lyriq,3.0,0.00%,0,3▲,0,3▲
2813,2024-03-01,Lyriq,2.0,0.00%,3,1▼,0,2▲
2814,2024-04-01,Lyriq,6.0,0.00%,2,4▲,0,6▲
2815,2024-05-01,Lyriq,6.0,0.00%,6,0▼,0,6▲
2816,2024-07-01,Lyriq,20.0,0.00%,0,20▲,0,20▲
2817,2024-08-01,Lyriq,33.0,0.00%,20,13▲,0,33▲
2818,2024-09-01,Lyriq,17.0,0.00%,33,16▼,0,17▲
2819,2023-06-01,M2,1.0,0.00%,0,1▲,0,1▲
2820,2023-07-01,M2,72.0,0.10%,1,71▲,0,72▲
2821,2023-08-01,M2,27.0,0.00%,72,45▼,0,27▲
2822,2023-09-01,M2,7.0,0.00%,27,20▼,0,7▲
2823,2023-10-01,M2,31.0,0.00%,7,24▲,0,31▲
2824,2023-11-01,M2,23.0,0.00%,31,8▼,0,23▲
2825,2023-12-01,M2,14.0,0.00%,23,9▼,0,14▲
2826,2024-01-01,M2,30.0,0.00%,14,16▲,0,30▲
2827,2024-02-01,M2,17.0,0.00%,30,13▼,0,17▲
2828,2024-03-01,M2,20.0,0.00%,17,3▲,0,20▲
2829,2024-04-01,M2,34.0,0.00%,20,14▲,0,34▲
2830,2024-05-01,M2,23.0,0.00%,34,11▼,0,23▲
2831,2024-06-01,M2,32.0,0.00%,23,9▲,1,31▲
2832,2024-07-01,M2,31.0,0.00%,32,1▼,72,41▼
2833,2024-08-01,M2,22.0,0.00%,31,9▼,27,5▼
2834,2024-09-01,M2,17.0,0.00%,22,5▼,7,10▲
2835,2022-01-01,M3,34.0,0.00%,22,12▲,0,34▲
2836,2022-02-01,M3,16.0,0.00%,34,18▼,0,16▲
2837,2022-03-01,M3,9.0,0.00%,16,7▼,0,9▲
2838,2022-04-01,M3,8.0,0.00%,9,1▼,22,14▼
2839,2022-05-01,M3,1.0,0.00%,8,7▼,14,13▼
2840,2022-07-01,M3,30.0,0.00%,0,30▲,26,4▲
2841,2022-08-01,M3,50.0,0.00%,30,20▲,26,24▲
2842,2022-09-01,M3,27.0,0.00%,50,23▼,28,1▼
2843,2022-10-01,M3,19.0,0.00%,27,8▼,15,4▲
2844,2022-11-01,M3,38.0,0.00%,19,19▲,18,20▲
2845,2022-12-01,M3,25.0,0.00%,38,13▼,22,3▲
2846,2023-01-01,M3,8.0,0.00%,25,17▼,34,26▼
2847,2023-02-01,M3,19.0,0.00%,8,11▲,16,3▲
2848,2023-03-01,M3,39.0,0.00%,19,20▲,9,30▲
2849,2023-04-01,M3,22.0,0.00%,39,17▼,8,14▲
2850,2023-05-01,M3,13.0,0.00%,22,9▼,1,12▲
2851,2023-06-01,M3,10.0,0.00%,13,3▼,0,10▲
2852,2023-07-01,M3,18.0,0.00%,10,8▲,30,12▼
2853,2023-08-01,M3,36.0,0.00%,18,18▲,50,14▼
2854,2023-09-01,M3,26.0,0.00%,36,10▼,27,1▼
2855,2023-10-01,M3,18.0,0.00%,26,8▼,19,1▼
2856,2023-11-01,M3,18.0,0.00%,18,0▼,38,20▼
2857,2023-12-01,M3,22.0,0.00%,18,4▲,25,3▼
2858,2024-01-01,M3,8.0,0.00%,22,14▼,8,0▼
2859,2024-02-01,M3,14.0,0.00%,8,6▲,19,5▼
2860,2024-03-01,M3,8.0,0.00%,14,6▼,39,31▼
2861,2024-04-01,M3,15.0,0.00%,8,7▲,22,7▼
2862,2024-05-01,M3,9.0,0.00%,15,6▼,13,4▼
2863,2024-06-01,M3,17.0,0.00%,9,8▲,10,7▲
2864,2024-07-01,M3,15.0,0.00%,17,2▼,18,3▼
2865,2024-08-01,M3,24.0,0.00%,15,9▲,36,12▼
2866,2024-09-01,M3,8.0,0.00%,24,16▼,26,18▼
2867,2022-01-01,M4,26.0,0.00%,10,16▲,0,26▲
2868,2022-02-01,M4,27.0,0.00%,26,1▲,0,27▲
2869,2022-03-01,M4,31.0,0.00%,27,4▲,0,31▲
2870,2022-04-01,M4,43.0,0.00%,31,12▲,16,27▲
2871,2022-05-01,M4,46.0,0.00%,43,3▲,13,33▲
2872,2022-06-01,M4,31.0,0.00%,46,15▼,15,16▲
2873,2022-07-01,M4,23.0,0.00%,31,8▼,22,1▲
2874,2022-08-01,M4,44.0,0.00%,23,21▲,20,24▲
2875,2022-09-01,M4,32.0,0.00%,44,12▼,13,19▲
2876,2022-10-01,M4,14.0,0.00%,32,18▼,12,2▲
2877,2022-11-01,M4,41.0,0.00%,14,27▲,18,23▲
2878,2022-12-01,M4,31.0,0.00%,41,10▼,10,21▲
2879,2023-01-01,M4,21.0,0.00%,31,10▼,26,5▼
2880,2023-02-01,M4,12.0,0.00%,21,9▼,27,15▼
2881,2023-03-01,M4,25.0,0.00%,12,13▲,31,6▼
2882,2023-04-01,M4,12.0,0.00%,25,13▼,43,31▼
2883,2023-05-01,M4,11.0,0.00%,12,1▼,46,35▼
2884,2023-06-01,M4,31.0,0.00%,11,20▲,31,0▼
2885,2023-07-01,M4,15.0,0.00%,31,16▼,23,8▼
2886,2023-08-01,M4,23.0,0.00%,15,8▲,44,21▼
2887,2023-09-01,M4,36.0,0.00%,23,13▲,32,4▲
2888,2023-10-01,M4,33.0,0.00%,36,3▼,14,19▲
2889,2023-11-01,M4,28.0,0.00%,33,5▼,41,13▼
2890,2023-12-01,M4,61.0,0.00%,28,33▲,31,30▲
2891,2024-01-01,M4,11.0,0.00%,61,50▼,21,10▼
2892,2024-02-01,M4,8.0,0.00%,11,3▼,12,4▼
2893,2024-03-01,M4,18.0,0.00%,8,10▲,25,7▼
2894,2024-04-01,M4,13.0,0.00%,18,5▼,12,1▲
2895,2024-05-01,M4,19.0,0.00%,13,6▲,11,8▲
2896,2024-06-01,M4,20.0,0.00%,19,1▲,31,11▼
2897,2024-07-01,M4,12.0,0.00%,20,8▼,15,3▼
2898,2022-01-01,M5,11.0,0.00%,5,6▲,20,9▼
2899,2022-02-01,M5,9.0,0.00%,11,2▼,3,6▲
2900,2022-03-01,M5,5.0,0.00%,9,4▼,18,13▼
2901,2022-04-01,M5,15.0,0.00%,5,10▲,4,11▲
2902,2022-05-01,M5,7.0,0.00%,15,8▼,30,23▼
2903,2022-06-01,M5,4.0,0.00%,7,3▼,20,16▼
2904,2022-07-01,M5,6.0,0.00%,4,2▲,19,13▼
2905,2022-08-01,M5,17.0,0.00%,6,11▲,22,5▼
2906,2022-09-01,M5,30.0,0.00%,17,13▲,9,21▲
2907,2022-10-01,M5,9.0,0.00%,30,21▼,16,7▼
2908,2022-11-01,M5,22.0,0.00%,9,13▲,12,10▲
2909,2022-12-01,M5,23.0,0.00%,22,1▲,5,18▲
2910,2023-01-01,M5,6.0,0.00%,23,17▼,11,5▼
2911,2023-02-01,M5,21.0,0.00%,6,15▲,9,12▲
2912,2023-03-01,M5,22.0,0.00%,21,1▲,5,17▲
2913,2023-04-01,M5,18.0,0.00%,22,4▼,15,3▲
2914,2023-05-01,M5,24.0,0.00%,18,6▲,7,17▲
2915,2023-06-01,M5,28.0,0.00%,24,4▲,4,24▲
2916,2023-07-01,M5,18.0,0.00%,28,10▼,6,12▲
2917,2023-08-01,M5,13.0,0.00%,18,5▼,17,4▼
2918,2023-09-01,M5,7.0,0.00%,13,6▼,30,23▼
2919,2023-10-01,M5,7.0,0.00%,7,0▼,9,2▼
2920,2023-11-01,M5,2.0,0.00%,7,5▼,22,20▼
2921,2023-12-01,M5,7.0,0.00%,2,5▲,23,16▼
2922,2024-03-01,M5,3.0,0.00%,0,3▲,22,19▼
2923,2024-04-01,M5,1.0,0.00%,3,2▼,18,17▼
2924,2024-05-01,M5,4.0,0.00%,1,3▲,24,20▼
2925,2024-06-01,M5,2.0,0.00%,4,2▼,28,26▼
2926,2022-01-01,M8,5.0,0.00%,6,1▼,6,1▼
2927,2022-02-01,M8,2.0,0.00%,5,3▼,2,0▼
2928,2022-03-01,M8,6.0,0.00%,2,4▲,1,5▲
2929,2022-04-01,M8,3.0,0.00%,6,3▼,4,1▼
2930,2022-05-01,M8,4.0,0.00%,3,1▲,0,4▲
2931,2022-07-01,M8,2.0,0.00%,0,2▲,1,1▲
2932,2022-09-01,M8,1.0,0.00%,0,1▲,0,1▲
2933,2022-10-01,M8,1.0,0.00%,1,0▼,0,1▲
2934,2022-11-01,M8,1.0,0.00%,1,0▼,0,1▲
2935,2023-03-01,M8,1.0,0.00%,0,1▲,0,1▲
2936,2023-08-01,M8,1.0,0.00%,0,1▲,0,1▲
2937,2023-11-01,M8,2.0,0.00%,0,2▲,1,1▲
2938,2023-12-01,M8,3.0,0.00%,2,1▲,0,3▲
2939,2024-04-01,M8,6.0,0.00%,0,6▲,0,6▲
2940,2024-05-01,M8,7.0,0.00%,6,1▲,0,7▲
2941,2024-06-01,M8,10.0,0.00%,7,3▲,0,10▲
2942,2022-02-01,MC20,1.0,0.00%,0,1▲,0,1▲
2943,2022-03-01,MC20,6.0,0.00%,1,5▲,0,6▲
2944,2022-04-01,MC20,1.0,0.00%,6,5▼,0,1▲
2945,2022-05-01,MC20,1.0,0.00%,1,0▼,0,1▲
2946,2022-06-01,MC20,3.0,0.00%,1,2▲,0,3▲
2947,2022-07-01,MC20,3.0,0.00%,3,0▼,0,3▲
2948,2022-08-01,MC20,4.0,0.00%,3,1▲,0,4▲
2949,2022-09-01,MC20,1.0,0.00%,4,3▼,0,1▲
2950,2022-10-01,MC20,1.0,0.00%,1,0▼,0,1▲
2951,2023-06-01,MC20,1.0,0.00%,0,1▲,3,2▼
2952,2024-06-01,MC20,1.0,0.00%,0,1▲,1,0▼
2953,2023-05-01,MC20 Cielo,3.0,0.00%,0,3▲,0,3▲
2954,2023-06-01,MC20 Cielo,3.0,0.00%,3,0▼,0,3▲
2955,2023-08-01,MC20 Cielo,4.0,0.00%,0,4▲,0,4▲
2956,2023-09-01,MC20 Cielo,4.0,0.00%,4,0▼,0,4▲
2957,2023-11-01,MC20 Cielo,1.0,0.00%,0,1▲,0,1▲
2958,2024-03-01,MC20 Cielo,1.0,0.00%,0,1▲,0,1▲
2959,2022-01-01,Macan,3.0,0.00%,14,11▼,28,25▼
2960,2022-03-01,Macan,107.0,0.10%,0,107▲,0,107▲
2961,2022-04-01,Macan,235.0,0.20%,107,128▲,0,235▲
2962,2022-05-01,Macan,29.0,0.00%,235,206▼,0,29▲
2963,2022-06-01,Macan,139.0,0.10%,29,110▲,0,139▲
2964,2022-07-01,Macan,55.0,0.00%,139,84▼,0,55▲
2965,2022-08-01,Macan,67.0,0.10%,55,12▲,0,67▲
2966,2022-09-01,Macan,18.0,0.00%,67,49▼,0,18▲
2967,2022-10-01,Macan,47.0,0.00%,18,29▲,0,47▲
2968,2022-11-01,Macan,34.0,0.00%,47,13▼,0,34▲
2969,2022-12-01,Macan,89.0,0.10%,34,55▲,0,89▲
2970,2023-01-01,Macan,57.0,0.00%,89,32▼,0,57▲
2971,2023-02-01,Macan,74.0,0.10%,57,17▲,0,74▲
2972,2023-03-01,Macan,142.0,0.10%,74,68▲,107,35▲
2973,2023-04-01,Macan,96.0,0.10%,142,46▼,235,139▼
2974,2023-05-01,Macan,35.0,0.00%,96,61▼,29,6▲
2975,2023-06-01,Macan,93.0,0.10%,35,58▲,139,46▼
2976,2023-07-01,Macan,150.0,0.10%,93,57▲,55,95▲
2977,2023-08-01,Macan,164.0,0.10%,150,14▲,67,97▲
2978,2023-09-01,Macan,90.0,0.10%,164,74▼,18,72▲
2979,2023-10-01,Macan,44.0,0.00%,90,46▼,47,3▼
2980,2023-11-01,Macan,31.0,0.00%,44,13▼,34,3▼
2981,2023-12-01,Macan,35.0,0.00%,31,4▲,89,54▼
2982,2024-01-01,Macan,107.0,0.10%,35,72▲,57,50▲
2983,2024-02-01,Macan,84.0,0.10%,107,23▼,74,10▲
2984,2024-03-01,Macan,36.0,0.00%,84,48▼,142,106▼
2985,2024-04-01,Macan,10.0,0.00%,36,26▼,96,86▼
2986,2024-05-01,Macan,1.0,0.00%,10,9▼,35,34▼
2987,2024-06-01,Macan,11.0,0.00%,1,10▲,93,82▼
2988,2024-07-01,Macan,6.0,0.00%,11,5▼,150,144▼
2989,2024-08-01,Macan,4.0,0.00%,6,2▼,164,160▼
2990,2022-01-01,Maybach,152.0,0.10%,200,48▼,0,152▲
2991,2022-02-01,Maybach,200.0,0.20%,152,48▲,0,200▲
2992,2022-03-01,Maybach,188.0,0.10%,200,12▼,0,188▲
2993,2022-04-01,Maybach,226.0,0.20%,188,38▲,0,226▲
2994,2022-05-01,Maybach,133.0,0.10%,226,93▼,0,133▲
2995,2022-06-01,Maybach,97.0,0.10%,133,36▼,18,79▲
2996,2022-07-01,Maybach,29.0,0.00%,97,68▼,149,120▼
2997,2022-08-01,Maybach,33.0,0.00%,29,4▲,141,108▼
2998,2022-09-01,Maybach,90.0,0.10%,33,57▲,85,5▲
2999,2022-10-01,Maybach,94.0,0.10%,90,4▲,37,57▲
3000,2022-11-01,Maybach,209.0,0.10%,94,115▲,32,177▲
3001,2022-12-01,Maybach,130.0,0.10%,209,79▼,200,70▼
3002,2023-01-01,Maybach,63.0,0.10%,130,67▼,152,89▼
3003,2023-02-01,Maybach,143.0,0.10%,63,80▲,200,57▼
3004,2023-03-01,Maybach,168.0,0.10%,143,25▲,188,20▼
3005,2023-04-01,Maybach,111.0,0.10%,168,57▼,226,115▼
3006,2023-05-01,Maybach,144.0,0.10%,111,33▲,133,11▲
3007,2023-06-01,Maybach,188.0,0.10%,144,44▲,97,91▲
3008,2023-07-01,Maybach,83.0,0.10%,188,105▼,29,54▲
3009,2023-08-01,Maybach,118.0,0.10%,83,35▲,33,85▲
3010,2023-09-01,Maybach,71.0,0.10%,118,47▼,90,19▼
3011,2023-10-01,Maybach,84.0,0.10%,71,13▲,94,10▼
3012,2023-11-01,Maybach,196.0,0.10%,84,112▲,209,13▼
3013,2023-12-01,Maybach,239.0,0.20%,196,43▲,130,109▲
3014,2024-01-01,Maybach,29.0,0.00%,239,210▼,63,34▼
3015,2024-02-01,Maybach,36.0,0.00%,29,7▲,143,107▼
3016,2024-03-01,Maybach,49.0,0.00%,36,13▲,168,119▼
3017,2024-04-01,Maybach,76.0,0.10%,49,27▲,111,35▼
3018,2024-05-01,Maybach,82.0,0.10%,76,6▲,144,62▼
3019,2024-06-01,Maybach,76.0,0.10%,82,6▼,188,112▼
3020,2024-07-01,Maybach,55.0,0.00%,76,21▼,83,28▼
3021,2024-08-01,Maybach,62.0,0.00%,55,7▲,118,56▼
3022,2024-09-01,Maybach,91.0,0.10%,62,29▲,71,20▲
3023,2024-08-01,Maybach EQS SUV,1.0,0.00%,0,1▲,0,1▲
3024,2024-09-01,Maybach EQS SUV,7.0,0.00%,1,6▲,0,7▲
3025,2022-01-01,Maybach GLS,3.0,0.00%,9,6▼,0,3▲
3026,2022-02-01,Maybach GLS,1.0,0.00%,3,2▼,0,1▲
3027,2022-07-01,Maybach GLS,1.0,0.00%,0,1▲,14,13▼
3028,2022-09-01,Maybach GLS,59.0,0.00%,0,59▲,15,44▲
3029,2022-10-01,Maybach GLS,198.0,0.10%,59,139▲,9,189▲
3030,2022-11-01,Maybach GLS,94.0,0.10%,198,104▼,7,87▲
3031,2022-12-01,Maybach GLS,24.0,0.00%,94,70▼,9,15▲
3032,2023-01-01,Maybach GLS,3.0,0.00%,24,21▼,3,0▼
3033,2023-02-01,Maybach GLS,4.0,0.00%,3,1▲,1,3▲
3034,2023-03-01,Maybach GLS,85.0,0.10%,4,81▲,0,85▲
3035,2023-04-01,Maybach GLS,185.0,0.10%,85,100▲,0,185▲
3036,2023-05-01,Maybach GLS,140.0,0.10%,185,45▼,0,140▲
3037,2023-06-01,Maybach GLS,110.0,0.10%,140,30▼,0,110▲
3038,2023-07-01,Maybach GLS,60.0,0.00%,110,50▼,1,59▲
3039,2023-08-01,Maybach GLS,75.0,0.10%,60,15▲,0,75▲
3040,2023-09-01,Maybach GLS,48.0,0.00%,75,27▼,59,11▼
3041,2023-10-01,Maybach GLS,53.0,0.00%,48,5▲,198,145▼
3042,2023-11-01,Maybach GLS,90.0,0.10%,53,37▲,94,4▼
3043,2023-12-01,Maybach GLS,134.0,0.10%,90,44▲,24,110▲
3044,2024-01-01,Maybach GLS,22.0,0.00%,134,112▼,3,19▲
3045,2024-02-01,Maybach GLS,30.0,0.00%,22,8▲,4,26▲
3046,2024-03-01,Maybach GLS,29.0,0.00%,30,1▼,85,56▼
3047,2024-04-01,Maybach GLS,47.0,0.00%,0,47▲,0,47▲
3048,2024-05-01,Maybach GLS,35.0,0.00%,47,12▼,0,35▲
3049,2024-06-01,Maybach GLS,22.0,0.00%,35,13▼,0,22▲
3050,2024-07-01,Maybach GLS,22.0,0.00%,22,0▼,0,22▲
3051,2024-08-01,Maybach GLS,48.0,0.00%,22,26▲,0,48▲
3052,2024-09-01,Maybach GLS,46.0,0.00%,48,2▼,0,46▲
3053,2022-02-01,Model 3,203.0,0.20%,0,203▲,14,189▲
3054,2022-05-01,Model 3,920.0,0.60%,0,920▲,126,794▲
3055,2022-10-01,Model 3,5.0,0.00%,"1,223","1,218▼",3,2▲
3056,2022-11-01,Model 3,324.0,0.20%,5,319▲,"1,106",782▼
3057,2022-12-01,Model 3,34.0,0.00%,324,290▼,5,29▲
3058,2023-01-01,Model 3,1.0,0.00%,34,33▼,0,1▲
3059,2023-02-01,Model 3,15.0,0.00%,1,14▲,203,188▼
3060,2023-03-01,Model 3,242.0,0.10%,15,227▲,"2,495","2,253▼"
3061,2023-04-01,Model 3,22.0,0.00%,242,220▼,0,22▲
3062,2023-05-01,Model 3,93.0,0.10%,22,71▲,920,827▼
3063,2023-06-01,Model 3,161.0,0.10%,93,68▲,"1,096",935▼
3064,2023-07-01,Model 3,17.0,0.00%,161,144▼,0,17▲
3065,2023-09-01,Model 3,1.0,0.00%,0,1▲,"1,223","1,222▼"
3066,2024-03-01,Model 3,15.0,0.00%,0,15▲,0,15▲
3067,2024-08-01,Model 3,921.0,0.70%,"1,055",134▼,0,921▲
3068,2024-09-01,Model 3,534.0,0.40%,921,387▼,0,534▲
3069,2023-04-01,Model S,7.0,0.00%,0,7▲,0,7▲
3070,2023-06-01,Model S,307.0,0.20%,0,307▲,0,307▲
3071,2023-07-01,Model S,16.0,0.00%,307,291▼,0,16▲
3072,2023-08-01,Model S,109.0,0.10%,16,93▲,0,109▲
3073,2023-09-01,Model S,87.0,0.10%,109,22▼,0,87▲
3074,2023-10-01,Model S,9.0,0.00%,87,78▼,0,9▲
3075,2023-11-01,Model S,8.0,0.00%,9,1▼,0,8▲
3076,2023-12-01,Model S,80.0,0.10%,8,72▲,0,80▲
3077,2024-02-01,Model S,10.0,0.00%,0,10▲,0,10▲
3078,2024-03-01,Model S,32.0,0.00%,10,22▲,0,32▲
3079,2024-04-01,Model S,2.0,0.00%,32,30▼,7,5▼
3080,2024-06-01,Model S,30.0,0.00%,0,30▲,307,277▼
3081,2024-07-01,Model S,1.0,0.00%,30,29▼,16,15▼
3082,2024-08-01,Model S,20.0,0.00%,1,19▲,109,89▼
3083,2024-09-01,Model S,5.0,0.00%,20,15▼,87,82▼
3084,2023-04-01,Model X,9.0,0.00%,0,9▲,0,9▲
3085,2023-06-01,Model X,847.0,0.50%,0,847▲,0,847▲
3086,2023-07-01,Model X,19.0,0.00%,847,828▼,0,19▲
3087,2023-08-01,Model X,156.0,0.10%,19,137▲,0,156▲
3088,2023-09-01,Model X,207.0,0.20%,156,51▲,0,207▲
3089,2023-10-01,Model X,6.0,0.00%,207,201▼,0,6▲
3090,2023-11-01,Model X,12.0,0.00%,6,6▲,0,12▲
3091,2023-12-01,Model X,143.0,0.10%,12,131▲,0,143▲
3092,2024-02-01,Model X,87.0,0.10%,0,87▲,0,87▲
3093,2024-03-01,Model X,44.0,0.00%,87,43▼,0,44▲
3094,2024-05-01,Model X,2.0,0.00%,0,2▲,0,2▲
3095,2024-06-01,Model X,106.0,0.10%,2,104▲,847,741▼
3096,2024-07-01,Model X,1.0,0.00%,106,105▼,19,18▼
3097,2024-08-01,Model X,52.0,0.00%,1,51▲,156,104▼
3098,2024-09-01,Model X,17.0,0.00%,52,35▼,207,190▼
3099,2022-01-01,Model Y,1.0,0.00%,5,4▼,7,6▼
3100,2022-02-01,Model Y,2.0,0.00%,1,1▲,0,2▲
3101,2022-03-01,Model Y,1.0,0.00%,2,1▼,0,1▲
3102,2022-04-01,Model Y,1.0,0.00%,1,0▼,9,8▼
3103,2022-05-01,Model Y,960.0,0.70%,1,959▲,"3,328","2,368▼"
3104,2022-10-01,Model Y,1.0,0.00%,"1,910","1,909▼",0,1▲
3105,2022-12-01,Model Y,165.0,0.10%,"1,010",845▼,5,160▲
3106,2023-01-01,Model Y,1.0,0.00%,165,164▼,1,0▼
3107,2023-02-01,Model Y,27.0,0.00%,1,26▲,2,25▲
3108,2023-04-01,Model Y,76.0,0.10%,"1,016",940▼,1,75▲
3109,2023-05-01,Model Y,331.0,0.20%,76,255▲,960,629▼
3110,2023-06-01,Model Y,576.0,0.40%,331,245▲,"1,067",491▼
