,Month,모델,판매량,점유율,전월대비,전월대비변화량,전년대비,전년대비변화량
1802,2023-11-01,ES,562.0,0.40%,529,33▲,437,125▲
1803,2023-12-01,ES,661.0,0.50%,562,99▲,881,220▼
1804,2024-01-01,ES,556.0,0.50%,661,105▼,476,80▲
1805,2024-02-01,ES,432.0,0.40%,556,124▼,967,535▼
1806,2024-03-01,ES,822.0,0.60%,432,390▲,"1,003",181▼
1807,2024-04-01,ES,607.0,0.40%,822,215▼,648,41▼
1808,2024-05-01,ES,543.0,0.40%,607,64▼,546,3▼
1809,2024-06-01,ES,516.0,0.40%,543,27▼,825,309▼
1810,2024-07-01,ES,526.0,0.40%,516,10▲,568,42▼
1811,2024-08-01,ES,582.0,0.50%,526,56▲,589,7▼
1812,2024-09-01,ES,603.0,0.50%,582,21▲,465,138▲
1813,2022-01-01,EV6,115.0,0.10%,"1,495","1,380▼",0,115▲
1814,2023-08-01,EV6,948.0,0.70%,"1,398",450▼,"1,672",724▼
1815,2023-09-01,EV6,601.0,0.50%,948,347▼,"2,281","1,680▼"
1816,2023-12-01,EV6,693.0,0.50%,"1,096",403▼,"1,237",544▼
1817,2024-01-01,EV6,29.0,0.00%,693,664▼,0,29▲
1818,2024-02-01,EV6,155.0,0.10%,29,126▲,"1,951","1,796▼"
1819,2024-08-01,EV6,599.0,0.50%,"1,344",745▼,0,599▲
1820,2024-09-01,EV6,324.0,0.20%,599,275▼,0,324▲
1821,2023-08-01,EV9,408.0,0.30%,"1,251",843▼,0,408▲
1822,2023-10-01,EV9,833.0,0.60%,"1,163",330▼,0,833▲
1823,2023-11-01,EV9,375.0,0.20%,833,458▼,0,375▲
1824,2024-01-01,EV9,449.0,0.40%,"2,688","2,239▼",0,449▲
1825,2024-02-01,EV9,124.0,0.10%,449,325▼,0,124▲
1826,2024-03-01,EV9,183.0,0.10%,124,59▲,0,183▲
1827,2024-04-01,EV9,174.0,0.10%,183,9▼,0,174▲
1828,2024-05-01,EV9,182.0,0.10%,174,8▲,0,182▲
1829,2024-06-01,EV9,113.0,0.10%,182,69▼,"1,334","1,221▼"
1830,2024-07-01,EV9,161.0,0.10%,113,48▲,"1,251","1,090▼"
1831,2024-08-01,EV9,92.0,0.10%,161,69▼,408,316▼
1832,2024-09-01,EV9,122.0,0.10%,92,30▲,"1,163","1,041▼"
1833,2022-02-01,Electric,27.0,0.00%,0,27▲,0,27▲
1834,2022-03-01,Electric,215.0,0.20%,27,188▲,0,215▲
1835,2022-04-01,Electric,135.0,0.10%,215,80▼,0,135▲
1836,2022-05-01,Electric,162.0,0.10%,135,27▲,0,162▲
1837,2022-06-01,Electric,73.0,0.10%,162,89▼,0,73▲
1838,2022-07-01,Electric,176.0,0.10%,73,103▲,0,176▲
1839,2022-08-01,Electric,78.0,0.10%,176,98▼,0,78▲
1840,2022-09-01,Electric,3.0,0.00%,78,75▼,0,3▲
1841,2022-10-01,Electric,19.0,0.00%,3,16▲,0,19▲
1842,2022-11-01,Electric,3.0,0.00%,19,16▼,0,3▲
1843,2022-12-01,Electric,2.0,0.00%,3,1▼,0,2▲
1844,2023-02-01,Electric,28.0,0.00%,0,28▲,27,1▲
1845,2023-03-01,Electric,2.0,0.00%,28,26▼,215,213▼
1846,2023-04-01,Electric,57.0,0.00%,2,55▲,135,78▼
1847,2023-05-01,Electric,75.0,0.00%,57,18▲,162,87▼
1848,2023-06-01,Electric,101.0,0.10%,75,26▲,73,28▲
1849,2023-07-01,Electric,93.0,0.10%,101,8▼,176,83▼
1850,2023-08-01,Electric,189.0,0.10%,93,96▲,78,111▲
1851,2023-09-01,Electric,37.0,0.00%,189,152▼,3,34▲
1852,2023-10-01,Electric,1.0,0.00%,37,36▼,19,18▼
1853,2023-04-01,Electrified G80,166.0,0.10%,0,166▲,0,166▲
1854,2023-05-01,Electrified G80,112.0,0.10%,166,54▼,0,112▲
1855,2023-06-01,Electrified G80,71.0,0.00%,112,41▼,0,71▲
1856,2023-07-01,Electrified G80,83.0,0.10%,71,12▲,0,83▲
1857,2023-08-01,Electrified G80,68.0,0.10%,83,15▼,0,68▲
1858,2023-09-01,Electrified G80,54.0,0.00%,68,14▼,0,54▲
1859,2023-10-01,Electrified G80,38.0,0.00%,54,16▼,0,38▲
1860,2023-11-01,Electrified G80,67.0,0.00%,38,29▲,0,67▲
1861,2023-12-01,Electrified G80,37.0,0.00%,67,30▼,0,37▲
1862,2024-01-01,Electrified G80,26.0,0.00%,37,11▼,0,26▲
1863,2024-02-01,Electrified G80,6.0,0.00%,26,20▼,0,6▲
1864,2024-03-01,Electrified G80,32.0,0.00%,6,26▲,0,32▲
1865,2024-04-01,Electrified G80,32.0,0.00%,32,0▼,166,134▼
1866,2024-05-01,Electrified G80,25.0,0.00%,32,7▼,112,87▼
1867,2024-06-01,Electrified G80,34.0,0.00%,25,9▲,71,37▼
1868,2024-07-01,Electrified G80,33.0,0.00%,34,1▼,83,50▼
1869,2024-08-01,Electrified G80,3.0,0.00%,33,30▼,68,65▼
1870,2023-04-01,Electrified GV70,320.0,0.20%,0,320▲,0,320▲
1871,2023-05-01,Electrified GV70,327.0,0.20%,320,7▲,0,327▲
1872,2023-06-01,Electrified GV70,247.0,0.20%,327,80▼,0,247▲
1873,2023-07-01,Electrified GV70,206.0,0.20%,247,41▼,0,206▲
1874,2023-08-01,Electrified GV70,94.0,0.10%,206,112▼,0,94▲
1875,2023-09-01,Electrified GV70,121.0,0.10%,94,27▲,0,121▲
1876,2023-10-01,Electrified GV70,240.0,0.20%,121,119▲,0,240▲
1877,2023-11-01,Electrified GV70,91.0,0.10%,240,149▼,0,91▲
1878,2023-12-01,Electrified GV70,31.0,0.00%,91,60▼,0,31▲
1879,2024-01-01,Electrified GV70,37.0,0.00%,31,6▲,0,37▲
1880,2024-02-01,Electrified GV70,9.0,0.00%,37,28▼,0,9▲
1881,2024-03-01,Electrified GV70,98.0,0.10%,9,89▲,0,98▲
1882,2024-04-01,Electrified GV70,74.0,0.10%,98,24▼,320,246▼
1883,2024-05-01,Electrified GV70,56.0,0.00%,74,18▼,327,271▼
1884,2024-06-01,Electrified GV70,42.0,0.00%,56,14▼,247,205▼
1885,2024-07-01,Electrified GV70,36.0,0.00%,42,6▼,206,170▼
1886,2024-08-01,Electrified GV70,44.0,0.00%,36,8▲,94,50▼
1887,2024-09-01,Electrified GV70,19.0,0.00%,44,25▼,121,102▼
1888,2022-01-01,Escalade,5.0,0.00%,13,8▼,0,5▲
1889,2022-02-01,Escalade,4.0,0.00%,5,1▼,0,4▲
1890,2022-03-01,Escalade,74.0,0.10%,4,70▲,0,74▲
1891,2022-04-01,Escalade,67.0,0.00%,74,7▼,0,67▲
1892,2022-05-01,Escalade,65.0,0.00%,67,2▼,0,65▲
1893,2022-06-01,Escalade,31.0,0.00%,65,34▼,0,31▲
1894,2022-07-01,Escalade,64.0,0.00%,31,33▲,44,20▲
1895,2022-08-01,Escalade,50.0,0.00%,64,14▼,91,41▼
1896,2022-09-01,Escalade,72.0,0.10%,50,22▲,48,24▲
1897,2022-10-01,Escalade,12.0,0.00%,72,60▼,55,43▼
1898,2022-11-01,Escalade,38.0,0.00%,12,26▲,24,14▲
1899,2022-12-01,Escalade,89.0,0.10%,38,51▲,13,76▲
1900,2023-01-01,Escalade,33.0,0.00%,89,56▼,5,28▲
1901,2023-02-01,Escalade,42.0,0.00%,33,9▲,4,38▲
1902,2023-03-01,Escalade,48.0,0.00%,42,6▲,74,26▼
1903,2023-04-01,Escalade,45.0,0.00%,48,3▼,67,22▼
1904,2023-05-01,Escalade,65.0,0.00%,45,20▲,65,0▼
1905,2023-06-01,Escalade,59.0,0.00%,65,6▼,31,28▲
1906,2023-07-01,Escalade,47.0,0.00%,59,12▼,64,17▼
1907,2023-08-01,Escalade,44.0,0.00%,47,3▼,50,6▼
1908,2023-09-01,Escalade,29.0,0.00%,44,15▼,72,43▼
1909,2023-10-01,Escalade,37.0,0.00%,29,8▲,12,25▲
1910,2023-11-01,Escalade,49.0,0.00%,37,12▲,38,11▲
1911,2023-12-01,Escalade,90.0,0.10%,49,41▲,89,1▲
1912,2024-01-01,Escalade,27.0,0.00%,90,63▼,33,6▼
1913,2024-02-01,Escalade,42.0,0.00%,27,15▲,42,0▼
1914,2024-03-01,Escalade,32.0,0.00%,42,10▼,48,16▼
1915,2024-04-01,Escalade,31.0,0.00%,32,1▼,45,14▼
1916,2024-05-01,Escalade,31.0,0.00%,31,0▼,65,34▼
1917,2024-06-01,Escalade,41.0,0.00%,31,10▲,59,18▼
1918,2024-07-01,Escalade,28.0,0.00%,41,13▼,47,19▼
1919,2024-08-01,Escalade,11.0,0.00%,28,17▼,44,33▼
1920,2024-09-01,Escalade,21.0,0.00%,11,10▲,29,8▼
1921,2022-01-01,Expedition,17.0,0.00%,30,13▼,0,17▲
1922,2022-02-01,Expedition,28.0,0.00%,17,11▲,0,28▲
1923,2022-03-01,Expedition,9.0,0.00%,28,19▼,14,5▼
1924,2022-07-01,Expedition,1.0,0.00%,0,1▲,13,12▼
1925,2022-08-01,Expedition,3.0,0.00%,0,3▲,0,3▲
1926,2022-09-01,Expedition,5.0,0.00%,3,2▲,0,5▲
1927,2022-10-01,Expedition,1.0,0.00%,5,4▼,0,1▲
1928,2022-11-01,Expedition,70.0,0.00%,1,69▲,0,70▲
1929,2022-12-01,Expedition,65.0,0.00%,70,5▼,0,65▲
1930,2023-01-01,Expedition,19.0,0.00%,65,46▼,0,19▲
1931,2023-02-01,Expedition,10.0,0.00%,19,9▼,0,10▲
1932,2023-03-01,Expedition,3.0,0.00%,10,7▼,0,3▲
1933,2023-04-01,Expedition,3.0,0.00%,3,0▼,0,3▲
1934,2023-05-01,Expedition,22.0,0.00%,3,19▲,0,22▲
1935,2023-06-01,Expedition,5.0,0.00%,22,17▼,0,5▲
1936,2023-07-01,Expedition,9.0,0.00%,5,4▲,0,9▲
1937,2023-08-01,Expedition,12.0,0.00%,9,3▲,3,9▲
1938,2023-09-01,Expedition,6.0,0.00%,12,6▼,5,1▲
1939,2023-10-01,Expedition,6.0,0.00%,6,0▼,1,5▲
1940,2023-11-01,Expedition,10.0,0.00%,6,4▲,70,60▼
1941,2023-12-01,Expedition,15.0,0.00%,10,5▲,65,50▼
1942,2024-01-01,Expedition,8.0,0.00%,15,7▼,19,11▼
1943,2024-02-01,Expedition,8.0,0.00%,8,0▼,10,2▼
1944,2024-03-01,Expedition,4.0,0.00%,8,4▼,3,1▲
1945,2024-04-01,Expedition,4.0,0.00%,4,0▼,3,1▲
1946,2024-05-01,Expedition,6.0,0.00%,4,2▲,22,16▼
1947,2024-06-01,Expedition,6.0,0.00%,6,0▼,5,1▲
1948,2024-07-01,Expedition,4.0,0.00%,6,2▼,9,5▼
1949,2024-08-01,Expedition,3.0,0.00%,4,1▼,12,9▼
1950,2024-09-01,Expedition,1.0,0.00%,3,2▼,6,5▼
1951,2022-01-01,Explorer,503.0,0.50%,771,268▼,385,118▲
1952,2022-02-01,Explorer,81.0,0.10%,503,422▼,276,195▼
1953,2022-03-01,Explorer,43.0,0.00%,81,38▼,456,413▼
1954,2022-04-01,Explorer,89.0,0.10%,43,46▲,513,424▼
1955,2022-05-01,Explorer,66.0,0.00%,89,23▼,412,346▼
1956,2022-06-01,Explorer,217.0,0.10%,66,151▲,468,251▼
1957,2022-07-01,Explorer,773.0,0.50%,217,556▲,133,640▲
1958,2022-08-01,Explorer,480.0,0.40%,773,293▼,251,229▲
1959,2022-09-01,Explorer,329.0,0.20%,480,151▼,63,266▲
1960,2022-10-01,Explorer,24.0,0.00%,329,305▼,330,306▼
1961,2022-11-01,Explorer,322.0,0.20%,24,298▲,601,279▼
1962,2022-12-01,Explorer,215.0,0.10%,322,107▼,771,556▼
1963,2023-01-01,Explorer,158.0,0.10%,215,57▼,503,345▼
1964,2023-02-01,Explorer,305.0,0.20%,158,147▲,81,224▲
1965,2023-03-01,Explorer,381.0,0.20%,305,76▲,43,338▲
1966,2023-04-01,Explorer,241.0,0.20%,381,140▼,89,152▲
1967,2023-05-01,Explorer,100.0,0.10%,241,141▼,66,34▲
1968,2023-11-01,Explorer,219.0,0.10%,0,219▲,322,103▼
1969,2023-12-01,Explorer,156.0,0.10%,219,63▼,215,59▼
1970,2024-01-01,Explorer,82.0,0.10%,156,74▼,158,76▼
1971,2024-02-01,Explorer,53.0,0.00%,82,29▼,305,252▼
1972,2024-03-01,Explorer,118.0,0.10%,53,65▲,381,263▼
1973,2024-04-01,Explorer,158.0,0.10%,118,40▲,241,83▼
1974,2024-05-01,Explorer,166.0,0.10%,158,8▲,100,66▲
1975,2024-06-01,Explorer,143.0,0.10%,166,23▼,0,143▲
1976,2024-07-01,Explorer,202.0,0.20%,143,59▲,0,202▲
1977,2024-08-01,Explorer,223.0,0.20%,202,21▲,0,223▲
1978,2024-09-01,Explorer,123.0,0.10%,223,100▼,0,123▲
1979,2022-01-01,F-Pace,15.0,0.00%,25,10▼,0,15▲
1980,2022-02-01,F-Pace,11.0,0.00%,15,4▼,0,11▲
1981,2022-03-01,F-Pace,5.0,0.00%,11,6▼,0,5▲
1982,2022-04-01,F-Pace,11.0,0.00%,5,6▲,0,11▲
1983,2022-05-01,F-Pace,18.0,0.00%,11,7▲,0,18▲
1984,2022-06-01,F-Pace,18.0,0.00%,18,0▼,19,1▼
1985,2022-07-01,F-Pace,12.0,0.00%,18,6▼,6,6▲
1986,2022-08-01,F-Pace,15.0,0.00%,12,3▲,18,3▼
1987,2022-09-01,F-Pace,9.0,0.00%,15,6▼,9,0▼
1988,2022-10-01,F-Pace,2.0,0.00%,9,7▼,5,3▼
1989,2022-11-01,F-Pace,5.0,0.00%,2,3▲,6,1▼
1990,2022-12-01,F-Pace,3.0,0.00%,5,2▼,25,22▼
1991,2023-02-01,F-Pace,1.0,0.00%,0,1▲,11,10▼
1992,2023-03-01,F-Pace,2.0,0.00%,1,1▲,5,3▼
1993,2023-04-01,F-Pace,1.0,0.00%,2,1▼,11,10▼
1994,2023-05-01,F-Pace,3.0,0.00%,1,2▲,18,15▼
1995,2023-06-01,F-Pace,13.0,0.00%,3,10▲,18,5▼
1996,2023-07-01,F-Pace,4.0,0.00%,13,9▼,12,8▼
1997,2023-08-01,F-Pace,2.0,0.00%,4,2▼,15,13▼
1998,2023-09-01,F-Pace,2.0,0.00%,2,0▼,9,7▼
1999,2023-10-01,F-Pace,3.0,0.00%,2,1▲,2,1▲
2000,2022-02-01,F-Type,1.0,0.00%,0,1▲,8,7▼
2001,2022-03-01,F-Type,3.0,0.00%,1,2▲,6,3▼
2002,2022-04-01,F-Type,1.0,0.00%,3,2▼,9,8▼
2003,2022-05-01,F-Type,1.0,0.00%,1,0▼,3,2▼
2004,2022-09-01,F-Type,1.0,0.00%,0,1▲,2,1▼
2005,2022-10-01,F-Type,1.0,0.00%,1,0▼,1,0▼
2006,2022-11-01,F-Type,1.0,0.00%,1,0▼,6,5▼
2007,2023-01-01,F-Type,2.0,0.00%,0,2▲,0,2▲
2008,2023-03-01,F-Type,1.0,0.00%,0,1▲,3,2▼
2009,2023-04-01,F-Type,3.0,0.00%,1,2▲,1,2▲
2010,2023-05-01,F-Type,2.0,0.00%,3,1▼,1,1▲
2011,2023-06-01,F-Type,2.0,0.00%,2,0▼,0,2▲
2012,2023-08-01,F-Type,1.0,0.00%,0,1▲,0,1▲
2013,2023-09-01,F-Type,3.0,0.00%,1,2▲,1,2▲
2014,2023-10-01,F-Type,8.0,0.00%,3,5▲,1,7▲
2015,2023-11-01,F-Type,1.0,0.00%,8,7▼,1,0▼
2016,2022-01-01,Flying Spur,10.0,0.00%,10,0▼,0,10▲
2017,2022-02-01,Flying Spur,25.0,0.00%,10,15▲,0,25▲
2018,2022-03-01,Flying Spur,27.0,0.00%,25,2▲,18,9▲
2019,2022-04-01,Flying Spur,42.0,0.00%,27,15▲,22,20▲
2020,2022-05-01,Flying Spur,52.0,0.00%,42,10▲,39,13▲
2021,2022-06-01,Flying Spur,31.0,0.00%,52,21▼,34,3▼
2022,2022-07-01,Flying Spur,46.0,0.00%,31,15▲,23,23▲
2023,2022-08-01,Flying Spur,43.0,0.00%,46,3▼,21,22▲
2024,2022-09-01,Flying Spur,31.0,0.00%,43,12▼,33,2▼
2025,2022-10-01,Flying Spur,38.0,0.00%,31,7▲,11,27▲
2026,2022-11-01,Flying Spur,27.0,0.00%,38,11▼,59,32▼
2027,2022-12-01,Flying Spur,8.0,0.00%,27,19▼,10,2▼
2028,2023-01-01,Flying Spur,35.0,0.00%,8,27▲,10,25▲
2029,2023-02-01,Flying Spur,34.0,0.00%,35,1▼,25,9▲
2030,2023-03-01,Flying Spur,4.0,0.00%,34,30▼,27,23▼
2031,2023-04-01,Flying Spur,1.0,0.00%,4,3▼,42,41▼
2032,2023-05-01,Flying Spur,6.0,0.00%,1,5▲,52,46▼
2033,2023-06-01,Flying Spur,54.0,0.00%,6,48▲,31,23▲
2034,2023-07-01,Flying Spur,45.0,0.00%,54,9▼,46,1▼
2035,2023-08-01,Flying Spur,40.0,0.00%,45,5▼,43,3▼
2036,2023-09-01,Flying Spur,27.0,0.00%,40,13▼,31,4▼
2037,2023-10-01,Flying Spur,38.0,0.00%,27,11▲,38,0▼
2038,2023-11-01,Flying Spur,34.0,0.00%,38,4▼,27,7▲
2039,2023-12-01,Flying Spur,31.0,0.00%,34,3▼,8,23▲
2040,2024-01-01,Flying Spur,3.0,0.00%,31,28▼,35,32▼
2041,2024-02-01,Flying Spur,8.0,0.00%,3,5▲,34,26▼
2042,2024-03-01,Flying Spur,10.0,0.00%,8,2▲,4,6▲
2043,2024-04-01,Flying Spur,10.0,0.00%,10,0▼,1,9▲
2044,2024-05-01,Flying Spur,11.0,0.00%,10,1▲,6,5▲
2045,2024-06-01,Flying Spur,11.0,0.00%,11,0▼,54,43▼
2046,2024-07-01,Flying Spur,10.0,0.00%,11,1▼,45,35▼
2047,2024-08-01,Flying Spur,12.0,0.00%,10,2▲,40,28▼
2048,2024-09-01,Flying Spur,12.0,0.00%,12,0▼,27,15▼
2049,2022-01-01,G-Class,2.0,0.00%,346,344▼,268,266▼
2050,2022-03-01,G-Class,91.0,0.10%,0,91▲,195,104▼
2051,2022-04-01,G-Class,275.0,0.20%,91,184▲,164,111▲
2052,2022-05-01,G-Class,56.0,0.00%,275,219▼,101,45▼
2053,2022-06-01,G-Class,2.0,0.00%,56,54▼,63,61▼
2054,2022-07-01,G-Class,1.0,0.00%,2,1▼,254,253▼
2055,2022-08-01,G-Class,180.0,0.10%,1,179▲,41,139▲
2056,2022-09-01,G-Class,338.0,0.20%,180,158▲,120,218▲
2057,2022-10-01,G-Class,335.0,0.20%,338,3▼,19,316▲
2058,2022-11-01,G-Class,210.0,0.10%,335,125▼,123,87▲
2059,2022-12-01,G-Class,118.0,0.10%,210,92▼,346,228▼
2060,2023-01-01,G-Class,43.0,0.00%,118,75▼,2,41▲
2061,2023-02-01,G-Class,18.0,0.00%,43,25▼,0,18▲
2062,2023-03-01,G-Class,24.0,0.00%,18,6▲,91,67▼
2063,2023-04-01,G-Class,381.0,0.30%,24,357▲,275,106▲
2064,2023-05-01,G-Class,292.0,0.20%,381,89▼,56,236▲
2065,2023-06-01,G-Class,315.0,0.20%,292,23▲,2,313▲
2066,2023-07-01,G-Class,273.0,0.20%,315,42▼,1,272▲
2067,2023-08-01,G-Class,216.0,0.20%,273,57▼,180,36▲
2068,2023-09-01,G-Class,105.0,0.10%,216,111▼,338,233▼
2069,2023-10-01,G-Class,180.0,0.10%,105,75▲,335,155▼
2070,2023-11-01,G-Class,128.0,0.10%,180,52▼,210,82▼
2071,2023-12-01,G-Class,193.0,0.10%,128,65▲,118,75▲
2072,2024-01-01,G-Class,64.0,0.10%,193,129▼,43,21▲
2073,2024-02-01,G-Class,19.0,0.00%,64,45▼,18,1▲
2074,2024-03-01,G-Class,170.0,0.10%,19,151▲,24,146▲
2075,2024-04-01,G-Class,256.0,0.20%,170,86▲,381,125▼
2076,2024-05-01,G-Class,209.0,0.10%,256,47▼,292,83▼
2077,2024-06-01,G-Class,203.0,0.10%,209,6▼,315,112▼
2078,2024-07-01,G-Class,90.0,0.10%,203,113▼,273,183▼
2079,2024-08-01,G-Class,69.0,0.10%,90,21▼,216,147▼
2080,2024-09-01,G-Class,153.0,0.10%,69,84▲,105,48▲
2081,2022-01-01,G70,533.0,0.50%,487,46▲,"1,001",468▼
2082,2022-02-01,G70,565.0,0.50%,533,32▲,297,268▲
2083,2022-03-01,G70,416.0,0.30%,565,149▼,654,238▼
2084,2022-04-01,G70,489.0,0.30%,416,73▲,625,136▼
2085,2022-05-01,G70,357.0,0.20%,489,132▼,918,561▼
2086,2022-06-01,G70,492.0,0.30%,357,135▲,942,450▼
2087,2022-07-01,G70,574.0,0.40%,492,82▲,616,42▼
2088,2022-08-01,G70,358.0,0.30%,574,216▼,580,222▼
2089,2022-09-01,G70,359.0,0.30%,358,1▲,385,26▼
2090,2022-10-01,G70,540.0,0.40%,359,181▲,372,168▲
2091,2022-11-01,G70,576.0,0.40%,540,36▲,552,24▲
2092,2022-12-01,G70,832.0,0.50%,576,256▲,487,345▲
2093,2023-01-01,G70,317.0,0.30%,832,515▼,533,216▼
2094,2023-02-01,G70,220.0,0.20%,317,97▼,565,345▼
2095,2023-03-01,G70,466.0,0.30%,220,246▲,416,50▲
2096,2023-04-01,G70,379.0,0.30%,466,87▼,489,110▼
2097,2023-05-01,G70,248.0,0.20%,379,131▼,357,109▼
2098,2023-06-01,G70,469.0,0.30%,248,221▲,492,23▼
2099,2023-07-01,G70,559.0,0.40%,469,90▲,574,15▼
2100,2023-08-01,G70,457.0,0.40%,559,102▼,358,99▲
2101,2023-09-01,G70,384.0,0.30%,457,73▼,359,25▲
2102,2023-10-01,G70,278.0,0.20%,384,106▼,540,262▼
2103,2023-11-01,G70,267.0,0.20%,278,11▼,576,309▼
2104,2023-12-01,G70,276.0,0.20%,267,9▲,832,556▼
2105,2024-01-01,G70,252.0,0.20%,276,24▼,317,65▼
2106,2024-02-01,G70,254.0,0.20%,252,2▲,220,34▲
2107,2024-03-01,G70,211.0,0.10%,254,43▼,466,255▼
2108,2024-04-01,G70,151.0,0.10%,211,60▼,379,228▼
2109,2024-05-01,G70,156.0,0.10%,151,5▲,248,92▼
2110,2024-06-01,G70,171.0,0.10%,156,15▲,469,298▼
2111,2024-07-01,G70,226.0,0.20%,171,55▲,559,333▼
2112,2024-08-01,G70,230.0,0.20%,226,4▲,457,227▼
2113,2024-09-01,G70,202.0,0.20%,230,28▼,384,182▼
2114,2022-01-01,G90,67.0,0.10%,0,67▲,0,67▲
2115,2023-01-01,G90,944.0,0.80%,"2,172","1,228▼",67,877▲
2116,2023-02-01,G90,835.0,0.60%,944,109▼,"1,073",238▼
2117,2023-09-01,G90,836.0,0.60%,"1,054",218▼,"2,217","1,381▼"
2118,2023-10-01,G90,646.0,0.50%,836,190▼,"2,818","2,172▼"
2119,2023-11-01,G90,719.0,0.40%,646,73▲,"1,364",645▼
2120,2024-01-01,G90,768.0,0.70%,"1,154",386▼,944,176▼
2121,2024-02-01,G90,605.0,0.50%,768,163▼,835,230▼
2122,2024-03-01,G90,550.0,0.40%,605,55▼,"1,120",570▼
2123,2024-04-01,G90,829.0,0.60%,550,279▲,"1,023",194▼
2124,2024-05-01,G90,866.0,0.60%,829,37▲,"1,417",551▼
2125,2024-06-01,G90,633.0,0.50%,866,233▼,"1,629",996▼
2126,2024-07-01,G90,594.0,0.50%,633,39▼,"1,102",508▼
2127,2024-08-01,G90,532.0,0.40%,594,62▼,"1,054",522▼
2128,2024-09-01,G90,551.0,0.40%,532,19▲,836,285▼
2129,2022-02-01,GLA-Class,2.0,0.00%,0,2▲,242,240▼
2130,2022-03-01,GLA-Class,84.0,0.10%,2,82▲,249,165▼
2131,2022-04-01,GLA-Class,9.0,0.00%,84,75▼,143,134▼
2132,2022-05-01,GLA-Class,42.0,0.00%,9,33▲,214,172▼
2133,2022-06-01,GLA-Class,54.0,0.00%,42,12▲,161,107▼
2134,2022-07-01,GLA-Class,19.0,0.00%,54,35▼,49,30▼
2135,2022-08-01,GLA-Class,11.0,0.00%,19,8▼,80,69▼
2136,2022-09-01,GLA-Class,5.0,0.00%,11,6▼,55,50▼
2137,2022-11-01,GLA-Class,10.0,0.00%,0,10▲,29,19▼
2138,2022-12-01,GLA-Class,862.0,0.50%,10,852▲,63,799▲
2139,2023-01-01,GLA-Class,74.0,0.10%,862,788▼,0,74▲
2140,2023-02-01,GLA-Class,80.0,0.10%,74,6▲,2,78▲
2141,2023-03-01,GLA-Class,51.0,0.00%,80,29▼,84,33▼
2142,2023-04-01,GLA-Class,76.0,0.10%,51,25▲,9,67▲
2143,2023-05-01,GLA-Class,75.0,0.00%,76,1▼,42,33▲
2144,2023-06-01,GLA-Class,121.0,0.10%,75,46▲,54,67▲
2145,2023-07-01,GLA-Class,63.0,0.00%,121,58▼,19,44▲
2146,2023-08-01,GLA-Class,67.0,0.10%,63,4▲,11,56▲
2147,2023-09-01,GLA-Class,71.0,0.10%,67,4▲,5,66▲
2148,2023-10-01,GLA-Class,101.0,0.10%,71,30▲,0,101▲
2149,2023-11-01,GLA-Class,58.0,0.00%,101,43▼,10,48▲
2150,2023-12-01,GLA-Class,87.0,0.10%,0,87▲,0,87▲
2151,2024-01-01,GLA-Class,47.0,0.00%,87,40▼,0,47▲
2152,2024-02-01,GLA-Class,66.0,0.10%,47,19▲,0,66▲
2153,2024-03-01,GLA-Class,48.0,0.00%,66,18▼,0,48▲
2154,2024-04-01,GLA-Class,84.0,0.10%,48,36▲,0,84▲
2155,2024-05-01,GLA-Class,45.0,0.00%,84,39▼,0,45▲
2156,2024-06-01,GLA-Class,75.0,0.10%,45,30▲,0,75▲
2157,2024-07-01,GLA-Class,70.0,0.10%,75,5▼,0,70▲
2158,2024-08-01,GLA-Class,37.0,0.00%,70,33▼,0,37▲
2159,2024-09-01,GLA-Class,35.0,0.00%,37,2▼,0,35▲
2160,2022-01-01,GLB-Class,1.0,0.00%,125,124▼,337,336▼
2161,2022-02-01,GLB-Class,91.0,0.10%,1,90▲,978,887▼
2162,2022-03-01,GLB-Class,263.0,0.20%,91,172▲,626,363▼
2163,2022-04-01,GLB-Class,474.0,0.30%,263,211▲,463,11▲
2164,2022-05-01,GLB-Class,161.0,0.10%,474,313▼,313,152▼
2165,2022-06-01,GLB-Class,373.0,0.30%,161,212▲,600,227▼
2166,2022-07-01,GLB-Class,499.0,0.40%,373,126▲,105,394▲
2167,2022-08-01,GLB-Class,121.0,0.10%,499,378▼,625,504▼
2168,2022-09-01,GLB-Class,216.0,0.20%,121,95▲,511,295▼
2169,2022-10-01,GLB-Class,349.0,0.20%,216,133▲,348,1▲
2170,2022-11-01,GLB-Class,315.0,0.20%,349,34▼,188,127▲
2171,2022-12-01,GLB-Class,493.0,0.30%,315,178▲,125,368▲
2172,2023-01-01,GLB-Class,46.0,0.00%,493,447▼,1,45▲
2173,2023-02-01,GLB-Class,159.0,0.10%,46,113▲,91,68▲
2174,2023-03-01,GLB-Class,172.0,0.10%,159,13▲,263,91▼
2175,2023-04-01,GLB-Class,204.0,0.10%,172,32▲,474,270▼
2176,2023-05-01,GLB-Class,200.0,0.10%,204,4▼,161,39▲
2177,2023-06-01,GLB-Class,272.0,0.20%,200,72▲,373,101▼
2178,2023-07-01,GLB-Class,162.0,0.10%,272,110▼,499,337▼
2179,2023-08-01,GLB-Class,246.0,0.20%,162,84▲,121,125▲
2180,2023-09-01,GLB-Class,227.0,0.20%,246,19▼,216,11▲
2181,2023-10-01,GLB-Class,264.0,0.20%,227,37▲,349,85▼
2182,2023-11-01,GLB-Class,129.0,0.10%,264,135▼,315,186▼
